POINT_ID,sci12_010_1km,sci13_010_1km,sci14_010_1km,sci15_010_1km,sci16_010_1km,sci17_010_1km,sci18_010_1km,sci19_010_1km,sci20_010_1km,sci21_010_1km,sci11_1040_1km,sci12_1040_1km,sci13_1040_1km,sci14_1040_1km,sci15_1040_1km,sci16_1040_1km,sci17_1040_1km,sci18_1040_1km,sci19_1040_1km,sci20_1040_1km,sci21_1040_1km,sci11_4070_1km,sci12_4070_1km,sci13_4070_1km,sci14_4070_1km,sci15_4070_1km,sci16_4070_1km,sci17_4070_1km,sci18_4070_1km,sci19_4070_1km,sci20_4070_1km,sci21_4070_1km,sci11_GT70_1km,sci12_GT70_1km,sci13_GT70_1km,sci14_GT70_1km,sci15_GT70_1km,sci16_GT70_1km,sci17_GT70_1km,sci18_GT70_1km,sci19_GT70_1km,sci20_GT70_1km,sci21_GT70_1km
EMFWOR_BGCT2-09,1.0853623,0.9386917,0.8506894,0.7920211,1.4667058,1.4667058,2.0827222,2.4640658,2.4347315,2.2587268,35.0542679,35.7289543,36.3743019,36.8436508,36.872982,37.9583473,50.4546776,52.3907318,51.7160454,51.5693741,51.7453804,32.0915222,31.7101784,31.2114983,30.8594894,30.8594894,28.7767677,16.7791138,14.3150482,14.6083899,14.7550602,14.7843943,0.264007,0.3226753,0.3226753,0.2933412,0.3226753,0.6453505,0.1466706,0.0586682,0.0586682,0.0880023,0.0586682
EMFWOR_BGCT2-10,0.7333529,0.7040188,0.7040188,0.6160164,1.3787035,1.4373716,2.0827222,2.4347315,2.6107364,2.4640658,34.8489304,35.1129379,35.6409492,35.9049568,35.9929581,37.1369896,46.699913,48.0199471,47.4626007,47.0225868,47.4919319,31.5048409,31.2995014,30.8301563,30.5954819,30.5368137,28.3074207,19.125843,17.2777939,17.4831333,17.6884708,17.3951302,0.2933412,0.3520094,0.3226753,0.2933412,0.3520094,0.6746846,0.2346729,0.1173365,0.1173365,0.1760047,0.1466706
EMFWOR_LFTT1-03,0,0,0.0293341,0.0293341,0.0586682,0.0880023,0.1173365,0.1173365,0.1760047,0.1760047,21.1792316,21.3552361,21.0618954,21.0912285,21.0325603,20.8272228,21.0325603,22.0885887,22.4405975,24.1713104,25.1393375,70.5485458,70.2552032,70.6072159,70.7538834,70.7832184,68.0844803,68.4658279,68.9938431,69.3751831,69.2285156,69.3751831,6.5121737,6.6295099,6.5708418,6.3655033,6.3948374,9.2695808,8.6535645,7.0401878,6.3068347,4.6641245,3.549428
EMFWOR_LFTT1-04,0,0,0.0293341,0.0293341,0.0586682,0.0880023,0.1173365,0.1173365,0.1760047,0.1760047,19.1551781,19.3018475,19.1551781,19.2431793,19.2725143,20.005867,20.1525383,21.2378998,21.5899086,23.085948900000002,23.8486366,72.1619263,72.1032562,72.5726013,72.7486038,72.7779388,69.0525055,69.9031982,70.3138733,70.8418884,71.0178909,71.7219162,7.2455263,7.1575241,6.8348489,6.5415077,6.4828396,9.4455853,8.418891,6.893517,6.0134935,4.2827806,2.8160751
EMFWOR_LFTT1-05,0,0,0,0,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,16.3684368,16.5444412,16.6911125,16.7791138,17.1017895,17.5418015,17.776474,18.8911705,19.2431793,20.0938683,21.2085648,75.564682,75.564682,75.8286896,76.0340271,75.7993546,72.5139313,73.4526291,73.8046341,74.3326492,74.8899994,75.183342,7.1868582,7.0108538,6.6001759,6.3068347,6.2188325,9.0349073,7.8615432,6.3948374,5.5148139,4.0774422,2.6694045
EMFWOR_LFTT1-06,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.0586682,0.0586682,0.0880023,0.0880023,17.5418015,17.8644772,17.9818134,18.1578178,18.5098267,18.9791737,19.3605156,20.3578758,20.8272228,21.7365799,23.0272808,74.1859818,74.0393066,74.1566467,74.2153091,74.2153091,71.3405685,72.0739212,72.2205963,72.4552689,72.2792587,72.0739212,5.8961573,5.7201524,5.4854798,5.2508068,4.8987975,7.2748609,6.1601644,5.0161338,4.3121152,3.549428,2.4640658
EMFWOR_LFTT1-07,0.0880023,0.0880023,0.0586682,0.0586682,0.1760047,0.1760047,0.2346729,0.2346729,0.264007,0.2933412,27.5740681,27.9847469,28.1900845,28.0727482,28.3074207,27.3100624,27.544735,28.3074207,28.5714283,29.334116,30.5954819,60.5749474,60.3989449,60.4869461,60.9269562,61.0736275,60.4869461,60.9269562,60.9269562,61.0442963,60.6042824,59.6655922,3.7254326,3.4907598,3.1974187,2.9040775,2.5227339,3.9894397,3.314755,2.4933999,2.1120563,1.760047,1.4080375
EMFWOR_LFTT1-08,0.2933412,0.2933412,0.2933412,0.2933412,0.2933412,0.2933412,0.3520094,0.3813435,0.4106776,0.4106776,28.0727482,28.6300964,29.0114403,28.8354359,29.0407753,28.0727482,28.483427,29.0114403,29.2754478,30.2434731,31.4168377,56.1748314,55.8814888,55.7934875,56.2921677,56.3508377,55.7641525,55.9694939,56.0868301,56.1748314,55.52948,54.678791,2.8454092,2.5814021,2.2880609,1.9653858,1.7013787,3.2560868,2.6400704,1.9360516,1.5547081,1.2026987,0.8800235
EMFWOR_LFTT1-09,0.2346729,0.2053388,0.1760047,0.1760047,0.3813435,0.3520094,0.4693458,0.49868,0.4693458,0.49868,32.9422112,33.4408913,33.851570100000004,33.6755638,33.9689064,31.9448509,32.1795235,32.7368736,33.0595474,33.9982414,35.3182755,48.6946335,48.4306259,48.2546196,48.6946335,48.5772972,48.8119698,49.1933136,49.0759735,49.1053085,48.5772972,47.5212669,1.8773834,1.6427104,1.4373716,1.2026987,1.0266941,2.6107364,2.0240541,1.4667058,1.0853623,0.7040188,0.4106776
EMFWOR_LFTT1-10,0.5280141,0.4400117,0.4400117,0.4400117,0.8800235,0.9093576,1.0853623,1.0853623,1.290701,1.2320329,34.9075966,35.4062767,35.8169556,35.7582855,35.9929581,33.2355537,33.35289,33.6755638,34.056907699999996,34.4675865,35.7582855,38.3396873,38.1050148,37.9876785,38.2810211,38.2223511,39.1317101,39.5717201,39.5130539,39.4837189,39.0730438,38.1343498,1.5840422,1.3787035,1.1733646,0.9386917,0.762687,2.1707246,1.5840422,1.1440305,0.7920211,0.5866823,0.2933412
EMFWOR_PINT1-10,3.1680844,3.0214138,2.5227339,2.1707246,2.4640658,2.2000587,3.3440893,3.2560868,3.0800822,2.6987386,35.6409492,35.9049568,35.582283,35.494278,35.0542679,32.7955399,33.2062187,43.1504822,42.4464645,42.1531258,42.0944557,47.7266045,47.4332657,48.0786171,48.4892921,49.0466423,48.7532997,48.9586372,39.1610451,39.982399,40.5690804,41.5664406,3.9601057,4.2827806,4.1067762,4.2827806,4.5174537,6.7761807,6.4241714,5.1334701,5.104136,4.9867997,4.4294515
EMFWOR_SAGT2-01,0.9680258,0.8213552,0.6453505,0.6160164,0.6746846,0.6746846,1.0560281,1.1146964,0.9386917,0.9093576,32.3555298,32.7662086,32.9715462,32.9128761,32.2675285,32.8542099,39.8063965,56.7908478,54.1214447,52.8894119,51.7747154,47.6092682,47.550602,47.6092682,47.6092682,47.8732758,45.5852165,40.2170715,24.2886486,26.7820473,28.1607513,29.334116,1.261367,1.2026987,1.0853623,1.3200352,1.7307128,3.3734233,1.789381,0.3520094,0.4693458,0.49868,0.4693458
EMFWOR_LFTT1-01,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.0586682,0.0586682,16.1630974,16.1044292,15.8697567,16.016428,15.5764151,14.0217075,14.1097097,15.136404,15.3124084,17.6004696,17.8938103,74.1566467,73.9806366,74.2153091,73.716629,73.8046341,71.164566,72.0739212,73.6286316,74.0979767,73.9513016,74.4206543,7.8908772,8.1255503,8.1255503,8.4775591,8.8295689,13.0243473,12.0269871,9.4162512,8.7709007,6.6295099,5.8668232
EMFWOR_LFTT1-02,0.0293341,0.0293341,0.0586682,0.0586682,0.0880023,0.1173365,0.1466706,0.1466706,0.2053388,0.2053388,15.0484009,15.2244062,14.9603987,14.9897327,14.7843943,14.6377239,14.8137283,15.987093,16.3391018,18.5684948,19.3605156,76.0340271,75.6233521,75.9166946,75.7406845,75.564682,72.0152512,72.7486038,73.8339691,74.1859818,74.0099716,74.3033142,7.6268702,7.8615432,7.8322086,7.9495454,8.3308887,11.997653,11.0589619,8.7709007,8.0668821,5.9548254,4.869463
EMFWOR_PINT1-01,4.3121152,3.9601057,3.6667645,3.3734233,3.9307716,3.6080961,4.6347904,4.4001174,3.9601057,3.4614255,46.641243,46.7585793,46.699913,45.9958916,45.6438828,45.3798752,45.4385452,53.8281021,52.9480782,52.7427406,53.1827507,39.3370476,39.3957176,39.9237328,40.9504242,41.5957756,40.8037529,41.0090942,32.0621872,33.1475525,33.8222351,33.8809052,0.264007,0.264007,0.1466706,0.1173365,0.1173365,0.6160164,0.6746846,0.2053388,0.2346729,0.2053388,0.2053388
EMFWOR_PINT1-02,3.9601057,3.6667645,3.4027574,2.9920797,3.8721032,3.3734233,4.6347904,4.4001174,4.0481081,3.549428,49.1639786,49.4279861,49.3693161,48.7239647,48.4306259,47.6972733,48.2546196,59.0202408,58.1108818,58.0228806,58.4628906,35.3769417,35.2302742,35.7582855,36.5503082,37.1076546,36.432972,36.6089745,25.1980057,26.4007034,26.811382299999998,26.811382299999998,0.6160164,0.7333529,0.5573482,0.6746846,0.8213552,1.3493693,1.1146964,0.49868,0.4400117,0.4693458,0.5280141
EMFWOR_PINT1-03,1.3200352,1.1733646,1.1440305,1.0853623,2.2587268,1.9653858,2.9627457,2.8747432,2.9334116,2.8454092,54.2974472,54.5907898,54.5027885,53.5347595,52.9774132,52.5960693,52.8600769,63.127018,62.217659,61.5723076,61.5429764,33.4995613,33.2648888,33.6755638,34.6142578,35.1422691,33.9982414,34.2035789,23.3792896,24.435318,25.051334399999998,25.1100025,0.2933412,0.3813435,0.2053388,0.264007,0.3520094,0.7040188,0.5280141,0.0880023,0.0293341,0,0.0586682
EMFWOR_PINT1-04,1.2320329,1.1146964,1.0560281,1.0266941,2.2293928,1.9067175,2.8747432,2.8160751,2.9040775,2.8454092,50.7773552,50.8360214,50.8066864,50.2493401,49.6333237,48.929306,49.3693161,63.5083618,63.4203568,62.5990028,62.0709877,35.6996193,35.611618,35.8756218,36.4036369,36.872982,35.2009392,35.552948,21.4725723,21.7072449,22.4992676,23.115284,1.2026987,1.3787035,1.261367,1.3493693,1.5253741,2.6987386,2.2293928,1.2026987,1.1146964,1.0560281,1.0266941
EMFWOR_PINT1-07,0.8800235,0.8213552,0.8213552,0.7920211,1.4960399,1.4373716,2.2000587,2.2293928,2.2293928,2.2293928,37.8410072,37.753006,37.3716621,36.8143158,36.1982994,33.2648888,33.9689064,44.0011749,45.8785553,45.321209,44.0598412,48.6066284,48.3719559,48.929306,49.3399811,49.8386612,48.3132896,48.4892921,39.8650627,37.9290123,38.6330299,40.8624229,4.1067762,4.4587855,4.3414493,4.4881196,4.6347904,8.3895569,7.568202,5.3974771,5.4268112,5.2801409,4.3121152
EMFWOR_PINT1-08,0.762687,0.6746846,0.7040188,0.6453505,1.261367,1.2026987,1.9947199,2.0533881,2.1120563,2.0240541,32.9128761,32.6782036,32.443531,31.6808453,31.0648289,27.8380756,28.3074207,38.5156937,40.041069,39.3370476,38.3396873,52.6840706,52.449398,52.9480782,53.6520958,54.0627747,52.1267242,52.449398,43.9131699,42.270462,43.1798172,45.5558815,7.0401878,7.5095334,7.333529,7.3628631,7.6268702,12.1736584,11.4403048,8.9762392,9.0349073,8.7709007,7.4801993
EMFWOR_PINT1-09,1.0853623,1.0266941,0.9973599,0.8800235,1.3787035,1.2320329,2.4053974,2.4933999,2.5227339,2.3760633,31.8275146,31.7395134,31.1821651,30.5074806,30.0088005,28.0727482,28.5714283,41.5077744,41.8891182,41.2437668,40.6864166,53.0360794,52.8014069,53.5347595,54.1507759,54.4441185,51.8920517,52.1853905,40.4517441,40.0997353,40.921093,42.7104721,6.2775006,6.6588445,6.5415077,6.6295099,6.9521852,10.9416246,10.2962742,7.9202113,7.8028746,7.5975361,6.5121737
EMFWOR_LFTT2-01,0.0880023,0,0.0586682,0.0293341,0.1760047,0.2053388,1.1733646,1.1733646,0.9680258,0.762687,37.6650047,37.6943398,37.8996773,38.0756836,37.3423309,39.5717201,40.921093,55.6468163,56.2335014,56.0574951,55.3241425,48.3132896,48.2546196,48.0786171,47.7852745,48.4599571,45.6145515,44.47052,28.8354359,28.2194195,28.5714283,29.5101204,0.1760047,0.1466706,0.2053388,0.264007,0.3520094,0.8213552,0.5866823,0.5280141,0.5573482,0.5866823,0.5866823
EMFWOR_LFTT2-02,0.0880023,0,0.0586682,0.0293341,0.2053388,0.2346729,1.4373716,1.4373716,1.1733646,0.9680258,38.9263725,38.9850388,39.3370476,39.6010551,39.1317101,40.9504242,42.5638008,58.9029045,59.4895859,58.697567,58.1108818,48.929306,48.841301,48.5186272,48.1372833,48.5479622,46.1425629,44.7051926,27.2220592,26.6060429,27.6034031,28.3660889,0.1760047,0.1466706,0.2053388,0.264007,0.3520094,0.762687,0.5573482,0.49868,0.5280141,0.5866823,0.6160164
EMFWOR_LFTT2-03,0.0880023,0.0586682,0.0586682,0.0293341,0.2346729,0.264007,1.5840422,1.5547081,1.5547081,1.0853623,41.4197693,41.7131119,41.7131119,42.1237907,41.5077744,43.121151,45.0278664,59.2549133,60.3696098,59.4895859,59.3135834,46.9639206,46.641243,46.641243,46.1425629,46.7292442,44.3238487,42.5638008,27.104723,25.9900265,26.7233791,27.3393955,0.2346729,0.2053388,0.2346729,0.3226753,0.3813435,0.9680258,0.7920211,0.7040188,0.7333529,0.8800235,0.9093576
EMFWOR_LFTT2-04,0.0880023,0.0586682,0.0293341,0.0293341,0.264007,0.264007,1.5840422,1.6427104,1.6720446,1.2320329,38.4863586,38.6036949,38.6917,38.9263725,38.4570236,39.3663826,41.1557655,54.9427986,57.6708717,56.8201828,56.4975052,50.19067,50.0146675,49.9559975,49.7213249,50.1613388,48.2839546,46.7585793,31.7101784,28.894104,29.4807854,30.0674686,0.264007,0.264007,0.264007,0.2933412,0.3226753,1.0560281,0.7920211,0.7333529,0.762687,0.9973599,1.1733646
EMFWOR_LFTT2-05,0.0880023,0.1760047,0.1173365,0.1173365,0.2933412,0.264007,1.1733646,1.1733646,1.3787035,1.0560281,35.0249329,35.6996193,35.8169556,36.0516281,35.6409492,36.2863007,38.0463486,50.7480202,54.1214447,53.329422,53.0360794,52.2733955,51.5987091,51.3933716,51.1880302,51.5987091,49.8679962,48.2546196,34.7609253,31.3875046,31.7101784,32.1501923,0.3226753,0.3226753,0.3226753,0.3520094,0.3520094,1.261367,1.1440305,1.0266941,1.0266941,1.290701,1.4667058
EMFWOR_LFTT2-06,0.0880023,0.1760047,0.1173365,0.1173365,0.2933412,0.264007,1.0853623,1.0266941,1.2320329,0.9386917,33.1182175,33.9395714,33.9982414,34.4382515,34.4089165,34.9662666,36.432972,47.4332657,50.6600189,50.0733337,49.9266663,53.9454384,53.1240845,53.0654144,52.6840706,52.7134056,50.7773552,49.5453224,37.8996773,34.7315941,35.0836029,35.3769417,0.9386917,0.9386917,0.8506894,0.8506894,0.8506894,2.0533881,1.8480493,1.6720446,1.6720446,1.7013787,1.8480493
EMFWOR_LFTT2-07,0.0880023,0.1760047,0.1173365,0.1173365,0.264007,0.2346729,1.0853623,1.0560281,1.261367,0.9680258,31.6515102,32.4728661,32.1208572,32.1208572,32.003521,33.0008812,34.3795853,46.8759155,50.7480202,52.5080681,52.2147255,57.9348793,57.0548553,57.3481941,57.3775291,57.4361992,55.52948,54.1801109,41.4491043,37.4596672,35.494278,35.9049568,0.8213552,0.8800235,0.8506894,0.8800235,0.9386917,1.7013787,1.7013787,1.0853623,1.2320329,1.2320329,1.4080375
EMFWOR_LFTT2-08,0.0880023,0.1760047,0.1173365,0.1173365,0.2933412,0.264007,1.1146964,1.0560281,1.290701,0.9973599,28.8061008,29.4514523,28.7767677,28.7767677,28.6887646,29.8034611,31.1528301,44.9398651,48.870636,52.1560593,52.009388,58.4628906,57.758873,58.3748894,58.4042244,58.4335594,56.6735115,55.3828087,41.302433,37.2249908,33.7635689,34.0275726,0.7333529,0.7920211,0.762687,0.7920211,0.8506894,1.3200352,1.290701,0.7333529,0.9386917,0.8800235,1.0560281
EMFWOR_LFTT2-09,0.1466706,0.2346729,0.1760047,0.1760047,0.4106776,0.4693458,1.290701,1.2320329,1.4960399,1.2320329,26.2833672,26.3127022,25.6673508,25.4620132,25.3740101,26.5180397,27.7500725,43.6198311,48.1372833,52.2440605,52.1560593,56.0574951,55.9694939,56.5268402,56.7321777,56.7321777,54.678791,53.5640945,37.577003499999996,32.8835449,28.6300964,28.8061008,0.7920211,0.8506894,0.8506894,0.9093576,0.9973599,1.6720446,1.4960399,0.7920211,1.0266941,0.9093576,1.0853623
EMFWOR_LFTT2-10,0.1760047,0.2053388,0.2053388,0.2346729,0.4106776,0.4693458,1.3493693,1.4080375,1.8187152,1.4667058,25.784687,26.0486946,25.1100025,25.051334399999998,24.6993256,25.4326782,26.7233791,41.4197693,45.7025528,49.80933,49.6039886,57.758873,57.3775291,58.3162231,58.3162231,58.5802307,57.1428566,55.9108238,40.891758,36.3156357,31.9155178,32.3261948,0.9386917,1.0560281,1.0266941,1.0853623,1.1440305,1.6720446,1.5547081,0.9973599,1.2320329,1.1146964,1.261367
EMFWOR_MUDT2-03,0.2346729,0.2346729,0.2053388,0.2346729,0.4400117,0.49868,0.49868,1.0266941,1.3787035,1.4080375,40.3930779,41.1264305,41.3611031,40.9504242,40.921093,43.1504822,43.8545036,46.611908,59.2255783,58.0815506,56.7908478,55.8521576,55.0894699,54.8547974,55.2948074,55.2948074,52.8014069,52.0387192,49.3399811,36.1982994,37.0196533,38.2810211,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0293341,0.0293341,0,0
EMFWOR_MUDT2-04,0.0586682,0.0293341,0.0586682,0.0880023,0.2933412,0.2933412,0.2933412,0.8506894,1.1733646,1.290701,34.7315941,35.3476105,35.6702843,35.494278,35.3769417,37.4889984,38.2810211,42.9158096,59.108242,58.6095619,57.4068642,61.5723076,60.8682899,60.6336174,60.7216187,60.8096199,57.9348793,57.3481941,53.1827507,36.7263145,36.9609871,38.0756836,0.4400117,0.49868,0.4400117,0.49868,0.49868,1.0560281,0.8506894,0.3813435,0.0880023,0.0293341,0
EMFWOR_MUDT2-05,0.0586682,0.0293341,0.0293341,0.0586682,0.1760047,0.1760047,0.2346729,0.9386917,1.4667058,1.6427104,34.056907699999996,34.4969215,34.6142578,34.4969215,34.2915802,36.1396294,37.0489883,49.2813148,66.9697876,66.617775,65.0630646,62.3643303,61.7776489,61.7776489,61.7776489,62.0123215,59.2842484,58.5802307,46.9932518,28.894104,28.7767677,30.1848049,0.49868,0.6160164,0.5280141,0.6453505,0.5866823,1.3493693,1.1440305,0.4400117,0.1466706,0.0880023,0.0586682
EMFWOR_MUDT2-06,0,0,0,0,0.0586682,0.0586682,0.2346729,1.0560281,1.5840422,1.6720446,32.5315323,32.6195374,32.4728661,32.414196,32.3555298,33.2648888,33.9395714,50.5426826,67.6151352,67.6444702,66.2364349,64.036377,63.8603706,64.1243744,64.0070419,64.065712,62.0416527,61.5723076,45.9078903,28.3074207,27.8087406,29.2167797,0.5866823,0.7040188,0.5866823,0.762687,0.762687,1.8187152,1.6133764,0.49868,0.2053388,0.1466706,0.0586682
EMFWOR_MUDT2-07,0,0,0,0,0.0293341,0.0293341,0.1466706,0.8506894,1.3200352,1.5253741,33.4995613,33.4995613,33.4115562,33.2062187,32.9715462,34.7902603,35.2302742,50.3373413,71.7512436,71.6339111,69.8738632,65.1804047,65.0923996,65.2684097,65.3270721,65.5617447,62.8923454,62.5696678,48.3132896,26.5180397,26.224699,27.7794075,0.49868,0.5866823,0.49868,0.6453505,0.6453505,1.4667058,1.3493693,0.3813435,0.0586682,0,0
EMFWOR_MUDT2-08,0,0,0,0,0,0,0,0.5573482,0.9680258,1.1440305,34.3209152,34.2622452,33.9982414,33.9102364,33.6168976,36.5796432,36.8436508,46.377235400000004,68.905838,68.495163,66.9404526,64.505722,64.447052,64.7697296,64.7697296,65.0923996,61.8656502,61.6309776,52.5667343,29.5394535,29.5687885,30.9474926,0.264007,0.3813435,0.3226753,0.4106776,0.3813435,0.6453505,0.6160164,0.1466706,0.0880023,0.0586682,0.0586682
EMFWOR_MUDT2-09,0,0,0,0,0.0293341,0.0293341,0.0293341,0.49868,0.762687,0.9973599,36.462307,36.432972,36.0222931,35.8169556,35.3476105,39.0730438,39.0730438,45.8492241,67.5858002,66.9111176,65.6204147,60.7509537,60.7216187,61.1322975,61.337635,61.7483139,57.9055443,57.8762093,51.2760353,29.0407753,29.4221172,30.4781456,0,0.0880023,0.0880023,0.0880023,0.1466706,0.2346729,0.264007,0.0880023,0.1173365,0.1466706,0.1466706
EMFWOR_MUDT2-10,0,0,0,0,0.0293341,0.0293341,1.8480493,2.3760633,2.6694045,2.8160751,35.8169556,35.7582855,35.4356117,35.3182755,35.0249329,37.5476685,37.723671,45.7025528,66.1777649,65.4737473,64.065712,60.3109398,60.3109398,60.6042824,60.7216187,60.9562912,58.2868881,58.0522156,48.5186272,27.4860668,27.8674107,29.1287766,0.0586682,0.1466706,0.1760047,0.1760047,0.2346729,0.3520094,0.4106776,0.1466706,0.1760047,0.2053388,0.2053388
EMFWOR_PINT1-05,1.1146964,0.9680258,0.9386917,0.9093576,1.9653858,1.7307128,2.5814021,2.6107364,2.6107364,2.5814021,49.5453224,49.897331200000004,49.897331200000004,49.4279861,49.1346436,47.7266045,48.4892921,59.5775871,59.9295998,59.3722496,58.8442345,34.9075966,34.5262527,34.7315941,35.2596054,35.494278,34.7902603,34.7315941,23.7899685,23.3792896,23.9659729,24.6993256,0.9680258,1.1146964,1.0560281,1.0266941,1.1146964,2.1707246,1.7013787,0.7040188,0.7333529,0.7040188,0.5280141
EMFWOR_PINT1-06,1.0853623,0.9386917,0.9093576,0.8800235,1.5253741,1.290701,2.0827222,2.1120563,2.1120563,2.0827222,45.4678802,45.4385452,45.2918739,44.8225288,44.2945137,42.5638008,43.561161,55.0307999,56.4095039,55.7348213,54.5027885,40.3930779,40.1584053,40.4810791,40.9797592,41.4491043,40.7157516,40.5397491,29.5101204,28.0727482,28.7767677,30.5661488,2.1120563,2.4347315,2.4053974,2.4053974,2.4933999,4.3121152,3.7254326,2.4933999,2.5227339,2.4933999,1.9653858
EMFWOR_MUDT2-01,0.3520094,0.3226753,0.264007,0.2933412,0.4693458,0.5280141,0.5280141,0.8506894,1.1440305,1.0266941,46.5532417,47.7559395,48.4012909,48.0786171,47.8146095,50.1613388,50.7773552,52.5080681,58.5215607,56.7615128,55.7348213,51.4813728,50.2786751,49.6626587,50.0440025,50.2786751,47.7559395,47.0812569,45.350544,39.0143738,40.4810791,41.6251106,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_MUDT2-02,0.3520094,0.3226753,0.264007,0.2933412,0.4693458,0.5280141,0.5280141,0.9386917,1.2320329,1.0853623,44.41185,45.2918739,45.5852165,45.1452026,44.9692001,47.3159294,47.8439407,49.897331200000004,58.9322395,57.2601929,55.9988251,52.4787331,51.5987091,51.3347015,51.8333817,51.9800529,49.4573174,48.870636,46.8172493,37.3716621,38.7503662,40.1584053,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_MUDT1-01,0,0,0,0,0,0,0.0293341,0.0293341,0.1466706,0.1760047,32.1501923,32.443531,32.8248749,32.6488724,32.7662086,33.7048988,35.4062767,36.9316521,42.3584633,43.5904961,44.6465225,51.8920517,51.5400429,51.100029,51.2760353,51.100029,49.4866524,47.8439407,46.699913,41.4784393,40.011734,38.9850388,0.3813435,0.4400117,0.49868,0.49868,0.5573482,1.2320329,1.1733646,0.762687,0.5573482,0.6746846,0.6160164
EMFWOR_MUDT1-02,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.2346729,0.2933412,29.1581116,29.2461128,29.3634491,28.9821053,28.9527721,28.7474327,30.2141399,32.9128761,39.102375,39.6890602,39.982399,51.5987091,51.4813728,51.3053665,51.7160454,51.6867104,51.158699,49.7506599,47.4626007,41.5077744,40.6570854,40.3637428,0.3813435,0.4106776,0.4693458,0.4400117,0.49868,1.2320329,1.1733646,0.7333529,0.49868,0.5866823,0.5280141
EMFWOR_MUDT1-03,0.0880023,0.0586682,0.0586682,0.0586682,0.1173365,0.1173365,0.1173365,0.1466706,0.2933412,0.2933412,29.4807854,29.334116,29.1581116,28.6594315,28.5714283,27.8967438,29.0114403,33.9689064,39.2490463,39.3370476,39.5130539,48.8119698,48.929306,49.0759735,49.5746536,49.5453224,49.4866524,48.3426208,43.8838387,38.8383675,38.5156937,38.3983574,0.3226753,0.3520094,0.4106776,0.4106776,0.5280141,1.2026987,1.2320329,0.7333529,0.4693458,0.5573482,0.49868
EMFWOR_MUDT1-04,0.2053388,0.1760047,0.1760047,0.1173365,0.1760047,0.1760047,0.2053388,0.3226753,0.49868,0.5573482,29.6274567,29.5687885,29.0994434,28.5420952,28.3367558,26.9287186,27.9554119,35.0836029,40.041069,39.8063965,39.5717201,50.0733337,50.102668799999996,50.5720139,51.129364,51.2760353,51.9800529,50.9533577,44.2358475,39.4250526,39.3957176,39.6303902,0.3226753,0.3520094,0.3813435,0.3813435,0.49868,1.1440305,1.1440305,0.7040188,0.4400117,0.5280141,0.4693458
EMFWOR_MUDT1-05,0.4400117,0.4106776,0.3813435,0.3226753,0.3813435,0.3813435,0.4400117,0.6453505,0.6160164,0.7333529,32.1501923,32.032856,31.2114983,30.6248169,30.1261368,28.2780876,28.9821053,36.7263145,44.3531837,43.7664986,43.1798172,48.6652985,48.8119698,49.6626587,50.2786751,50.7480202,51.8627167,51.2173653,43.8545036,36.1982994,36.7263145,37.2249908,0.2933412,0.3226753,0.3226753,0.3226753,0.4106776,1.0853623,1.0266941,0.5866823,0.4106776,0.49868,0.4693458
EMFWOR_MUDT1-06,0.1760047,0.2053388,0.1760047,0.1466706,0.2346729,0.2346729,0.264007,0.7040188,0.6746846,0.9093576,33.0302124,32.6782036,31.5928421,30.8008213,30.2141399,28.7767677,29.0701084,37.1663246,45.6732178,45.2918739,44.3531837,41.7131119,42.1237907,43.2091522,44.0598412,44.6171913,45.4092102,45.1452026,37.4889984,28.6887646,29.0994434,29.8034611,0.2053388,0.2346729,0.2053388,0.1760047,0.2346729,0.7920211,0.762687,0.2933412,0.1466706,0.1466706,0.1466706
EMFWOR_MUDT1-07,0.0880023,0.0880023,0.0880023,0.0880023,0.1173365,0.1173365,0.1466706,0.5866823,0.5280141,0.7040188,30.0674686,29.8621292,28.8061008,27.9554119,27.3687305,26.4300385,26.9580517,35.0836029,42.7104721,42.270462,41.4784393,37.0783234,37.2836609,38.3396873,39.1903801,39.7183914,40.2757416,39.7770615,31.9741859,23.995306,24.4939861,25.1100025,0.1760047,0.1760047,0.1760047,0.1760047,0.2346729,0.5866823,0.5573482,0.2053388,0.1173365,0.1173365,0.1173365
EMFWOR_MUDT1-08,0.6160164,0.6453505,0.5866823,0.4400117,0.5573482,0.5573482,0.6160164,1.2320329,1.1440305,1.3493693,28.7474327,28.894104,27.8087406,27.2513943,27.0167198,25.7260189,26.811382299999998,35.6409492,45.5852165,45.7025528,45.0572014,39.953064,39.953064,41.0090942,41.5957756,41.9477844,42.7398071,41.7131119,33.0888824,22.675272,22.645937,23.085948900000002,0.1466706,0.1173365,0.1173365,0.1466706,0.1760047,0.5573482,0.49868,0.2346729,0.0880023,0.0880023,0.0880023
