POINT_ID,sci12_010_1km,sci13_010_1km,sci14_010_1km,sci15_010_1km,sci16_010_1km,sci17_010_1km,sci18_010_1km,sci19_010_1km,sci20_010_1km,sci21_010_1km,sci11_1040_1km,sci12_1040_1km,sci13_1040_1km,sci14_1040_1km,sci15_1040_1km,sci16_1040_1km,sci17_1040_1km,sci18_1040_1km,sci19_1040_1km,sci20_1040_1km,sci21_1040_1km,sci11_4070_1km,sci12_4070_1km,sci13_4070_1km,sci14_4070_1km,sci15_4070_1km,sci16_4070_1km,sci17_4070_1km,sci18_4070_1km,sci19_4070_1km,sci20_4070_1km,sci21_4070_1km,sci11_GT70_1km,sci12_GT70_1km,sci13_GT70_1km,sci14_GT70_1km,sci15_GT70_1km,sci16_GT70_1km,sci17_GT70_1km,sci18_GT70_1km,sci19_GT70_1km,sci20_GT70_1km,sci21_GT70_1km
EMFWOR_HONT1-01,0.4693458,0.4106776,0.4400117,0.4400117,0.3520094,0.4693458,0.8506894,0.9386917,0.8800235,0.8213552,28.3074207,27.544735,27.1340561,26.3420353,25.9020233,25.5793495,35.1422691,41.8891182,40.921093,40.4517441,39.1317101,48.4306259,49.0173073,49.5159874,50.0733337,50.4546776,49.1933136,39.8943977,33.382225,34.3209152,34.5555878,35.9342918,0.2346729,0.3520094,0.3226753,0.5280141,0.5866823,2.2587268,1.8773834,1.261367,1.2026987,1.4960399,1.4960399
EMFWOR_HONT1-02,0.5280141,0.4693458,0.49868,0.4693458,0.4106776,0.49868,0.9093576,1.0853623,1.0560281,0.9386917,22.3819294,22.0885887,21.6192436,21.0618954,20.6218834,21.2672329,31.2701664,42.0357895,40.7157516,40.2170715,39.0730438,47.8146095,48.0199471,48.5772972,48.870636,49.3986511,47.2865944,37.5183334,27.075388,28.1900845,28.483427,29.7154598,0.5866823,0.6453505,0.6160164,0.8506894,0.7920211,2.3173952,1.9947199,1.261367,1.290701,1.5253741,1.5547081
EMFWOR_HONT1-03,0.49868,0.4400117,0.4693458,0.4106776,0.3813435,0.49868,0.8213552,1.0266941,1.0266941,0.9093576,18.187151,17.9818134,17.5124664,17.1017895,16.7497807,17.2484608,26.3713703,42.0357895,40.4224129,40.041069,39.0143738,51.8040466,51.8920517,52.5667343,52.6547356,53.1827507,50.1320038,41.2437668,27.9260788,29.2461128,29.334116,30.4194775,1.760047,1.8773834,1.7307128,2.0240541,1.9067175,4.4881196,4.1361103,1.4667058,1.5547081,1.8480493,1.9067175
EMFWOR_HONT1-04,0.2346729,0.2933412,0.3226753,0.2933412,0.3813435,0.49868,0.8506894,1.0853623,1.1440305,1.0266941,16.7791138,16.4271049,16.016428,15.547081,15.0484009,14.667058,20.5925484,38.9557037,37.2836609,36.7556458,36.2863007,55.58815,55.7348213,56.2628326,56.3508377,56.9961853,54.5907898,48.841301,32.9715462,34.3209152,34.4675865,34.9956017,1.760047,1.9067175,1.7307128,2.0827222,1.9653858,4.6641245,4.3707833,1.5253741,1.6133764,1.9360516,1.9947199
EMFWOR_HONT1-05,0.762687,0.762687,0.762687,0.7040188,1.0560281,1.1440305,1.3200352,1.5840422,1.6133764,1.4960399,16.9551182,16.5444412,16.1924324,15.9577589,15.5177469,14.5203876,16.5737762,33.6168976,31.7981815,31.5048409,31.3875046,54.1801109,54.2681122,54.7081261,54.6201248,55.2361412,53.0360794,51.0120277,36.872982,38.1636848,37.9583473,37.9583473,2.1413903,2.4640658,2.3760633,2.6987386,2.5814021,5.4268112,5.3094749,2.2293928,2.4933999,2.9627457,3.1974187
EMFWOR_HONT1-06,0.5573482,0.6453505,0.6746846,0.6453505,0.7333529,0.8800235,1.0266941,1.4080375,1.4667058,1.4373716,15.7230864,15.2244062,14.7550602,14.4617186,13.9630394,13.1710176,18.4218254,34.3795853,32.5902023,32.2088585,31.7688465,53.8281021,53.8281021,54.3267822,54.2974472,54.8547974,52.8014069,47.550602,34.7609253,35.9342918,35.9342918,36.1396294,2.3467293,2.786741,2.6694045,2.9627457,2.9334116,5.6908183,5.544148,2.2293928,2.4640658,2.786741,3.0507481
EMFWOR_HONT1-07,0.7333529,0.7333529,0.7333529,0.6453505,0.9973599,1.0560281,1.1440305,1.4960399,1.5547081,1.4960399,18.4218254,18.1578178,17.8644772,17.7178059,17.2777939,15.7524204,18.3338223,33.1768837,31.4461727,30.8008213,30.3901443,53.5934296,53.329422,53.6520958,53.388092,53.7401009,51.5400429,49.1933136,38.2223511,39.1903801,39.4543839,39.4543839,3.549428,4.1067762,4.0774422,4.4881196,4.6641245,8.0375481,7.7442064,3.784101,4.1947784,4.5174537,4.9867997
EMFWOR_HONT1-08,0.4693458,0.5280141,0.5573482,0.5280141,0.5866823,0.6746846,0.7333529,1.1440305,1.2026987,1.2026987,16.2511005,15.8990908,15.547081,15.3710766,15.0190668,14.3737164,18.6858311,34.672924,32.9422112,32.1795235,31.4168377,55.500145,55.1481361,55.4708138,55.2068062,55.4708138,52.7720757,48.7239647,36.9903183,37.8996773,38.4276924,38.8090363,3.5200939,4.1947784,4.1654444,4.5761218,4.6934586,7.9788795,7.6268702,3.314755,3.7254326,3.9014373,4.2827806
EMFWOR_HONT1-09,0.4693458,0.5280141,0.49868,0.4693458,0.49868,0.6453505,0.7040188,1.1146964,1.2026987,1.2026987,18.7151661,18.2458191,17.5711346,17.2777939,16.8377819,16.3097687,21.1792316,37.3716621,35.582283,34.7315941,33.7342339,58.2282181,58.0815506,58.7562332,58.7855682,59.1669121,56.3508377,51.8333817,39.8063965,40.8330879,41.3904381,41.9771194,3.3734233,4.018774,3.9601057,4.2534466,4.3414493,7.6562042,7.1575241,2.9334116,3.2854209,3.4907598,3.9014373
EMFWOR_HONT1-10,0.4693458,0.5573482,0.5573482,0.49868,0.5573482,0.6453505,0.762687,1.2026987,1.3493693,1.3200352,19.4191837,18.8911705,18.3924904,18.0991497,17.6004696,16.8084488,20.4752121,37.3716621,35.523613,34.8195953,33.9982414,63.4790268,63.7136993,64.1243744,63.9483719,64.3297119,61.2202988,58.0815506,45.321209,46.2892342,46.5532417,46.9932518,3.8427691,4.1947784,4.1947784,4.6641245,4.8401289,8.6828985,8.0668821,3.8134351,4.2534466,4.5467877,4.9574656
EMFWOR_LILT3-01,0.0586682,0.1173365,0.1173365,0.0880023,0.1760047,0.762687,1.6133764,1.9360516,1.760047,1.4960399,30.2434731,29.8327961,29.2461128,28.5420952,28.2780876,31.1528301,48.1666183,53.9747734,56.7908478,56.7615128,56.878849,54.649456,55.2948074,55.8521576,56.468174,56.6735115,53.1534157,35.8462906,29.8327961,26.5180397,26.6353779,26.694046,1.0266941,0.8213552,0.7920211,0.8800235,0.9680258,1.5253741,1.2320329,0.5866823,0.762687,0.8506894,0.9386917
EMFWOR_LILT3-02,0.0293341,0.0293341,0.0586682,0.0293341,0.1173365,0.762687,2.0533881,2.4053974,2.2293928,1.8187152,33.4702263,33.2062187,32.7368736,32.1501923,32.032856,37.4303322,59.958931,63.2443542,66.0017624,66.3244324,66.4711075,53.2707558,53.5640945,54.0627747,54.5027885,54.5614548,48.9586372,26.0193596,21.8245811,18.6858311,18.4804935,18.7151661,0.5280141,0.49868,0.4693458,0.5866823,0.6746846,0.7920211,0.5573482,0.1760047,0.2053388,0.264007,0.2933412
EMFWOR_LILT3-03,0.0293341,0.0293341,0.0586682,0.0293341,0.1173365,0.8213552,2.2587268,2.6694045,2.4640658,2.0827222,31.8568497,31.534174,31.1528301,30.4194775,30.3021412,40.011734,66.3537674,68.4071579,71.3405685,71.6045761,71.5752411,56.6148415,56.9081841,57.2895279,57.8762093,57.9055443,48.0199471,21.1498966,17.8938103,14.5790558,14.5203876,14.9017305,0.264007,0.2933412,0.2933412,0.4106776,0.5280141,0.6160164,0.4400117,0.2053388,0.1760047,0.1760047,0.2053388
EMFWOR_LILT3-04,0.1173365,0.1173365,0.1466706,0.1173365,0.2933412,1.1733646,2.9334116,3.4027574,3.2267528,2.8454092,32.7075386,32.414196,32.1501923,31.534174,31.4461727,39.8943977,70.3138733,71.1939011,72.6606064,72.7486038,72.7192688,55.9401588,56.2041664,56.468174,57.0548553,57.0548553,48.3719559,17.1604576,14.6963921,12.7603407,12.8483429,13.2296858,0.0880023,0.1173365,0.1173365,0.1173365,0.2346729,0.2933412,0.2053388,0.0293341,0.0293341,0.0293341,0.0586682
EMFWOR_LILT3-05,0.1760047,0.1760047,0.2346729,0.2346729,0.4106776,1.1440305,3.314755,3.6080961,3.4907598,3.1094162,29.4807854,29.0701084,28.864769,28.5127602,28.3954239,35.0836029,69.6978607,69.6098557,70.2258759,70.1672058,70.1965408,58.0815506,58.5215607,58.7268982,59.0202408,59.0495758,52.1853905,16.9551182,14.9897327,14.0803757,14.2563801,14.5790558,0.1760047,0.1760047,0.1760047,0.1760047,0.264007,0.264007,0.1466706,0.0293341,0.0293341,0.0293341,0.0586682
EMFWOR_LILT3-06,0.2053388,0.1760047,0.2346729,0.2346729,0.3813435,1.1440305,3.7547667,4.0774422,4.018774,3.4907598,25.8140221,25.6380177,25.6673508,25.4620132,25.4620132,29.7447929,66.9991226,68.0844803,67.9964828,67.1164551,67.1164551,61.1909637,61.3963051,61.4549713,61.6016426,61.6603127,56.9081841,19.0378418,15.4590788,15.2830744,16.2804337,16.7497807,0.4106776,0.4106776,0.3520094,0.3520094,0.2933412,0.6160164,0.4693458,0.3520094,0.2933412,0.2346729,0.2933412
EMFWOR_LILT3-07,0.1466706,0.1173365,0.1760047,0.1760047,0.264007,0.8800235,3.4027574,3.6667645,3.5200939,2.9334116,28.5127602,28.3074207,28.1020832,27.7500725,27.7794075,30.7714882,62.0709877,64.9163971,64.7110596,63.8603706,63.4496918,60.4576111,60.7509537,61.0149612,61.3669701,61.3963051,58.0522156,26.224699,20.9738922,20.9738922,22.0299206,22.9979458,0.4693458,0.4106776,0.3813435,0.3226753,0.264007,0.5280141,0.4400117,0.3226753,0.264007,0.2053388,0.2346729
EMFWOR_LILT3-08,0.1760047,0.1466706,0.1760047,0.1760047,0.264007,0.762687,2.7280726,2.9334116,2.9040775,2.4347315,28.2487526,27.6914043,27.3100624,26.8993835,26.694046,28.3660889,54.4734535,60.8682899,61.1029625,60.5749474,59.6362572,62.6576691,63.1563492,63.6256981,64.0950394,64.1243744,62.0416527,35.582283,27.8087406,27.4273987,28.01408,29.4221172,0.6453505,0.7040188,0.6453505,0.5573482,0.7333529,1.0560281,0.9093576,0.3226753,0.264007,0.2346729,0.2346729
EMFWOR_RIMT1-01,0.0293341,0,0,0,0.0293341,0.0293341,0.0586682,0.4693458,0.9093576,0.9973599,25.4913464,25.784687,25.2860069,25.0806694,24.8459949,26.1953659,27.1633911,32.7955399,46.9639206,45.6438828,44.1185112,66.26577,65.8844223,66.3537674,66.5297775,66.4124374,64.3297119,63.9190369,58.9029045,44.41185,45.3798752,46.9932518,1.0853623,1.1733646,1.2320329,1.261367,1.6133764,2.3173952,1.760047,1.1146964,1.0266941,0.9386917,0.762687
EMFWOR_RIMT1-02,0.0293341,0.0293341,0,0.0586682,0.0880023,0.0880023,0.1466706,0.264007,0.49868,0.6453505,25.3153419,25.784687,25.2860069,24.9926662,24.7286587,26.4007034,27.104723,33.35289,45.8198891,44.5878563,43.0038147,66.3244324,65.6790848,66.0897598,66.4124374,66.3537674,63.8017006,63.5963631,57.9348793,45.3798752,46.4945717,48.0492821,0.8506894,1.0266941,1.1146964,1.1146964,1.3787035,2.2293928,1.7307128,1.0853623,1.0560281,0.9386917,0.8213552
EMFWOR_SAGT1-01,0.0293341,0.0586682,0.0293341,0.0293341,0.0586682,0.0586682,0.264007,0.3813435,0.5866823,0.5573482,26.224699,26.0780296,25.051334399999998,24.024641,23.6139622,18.9791737,32.3848648,46.611908,44.7931938,42.9158096,39.7183914,56.1454964,56.2335014,57.2015266,57.9348793,58.2868881,62.188324,49.5746536,35.2596054,36.9903183,38.662365,41.7717819,0.5573482,0.6160164,0.6453505,0.9680258,1.0266941,1.7307128,0.9386917,0.8213552,0.7920211,0.7920211,0.9093576
EMFWOR_SAGT1-02,0,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.2053388,0.3813435,0.6160164,0.5866823,26.254034,26.2833672,25.4913464,24.7579937,24.3179817,19.3898506,33.0595474,49.2519798,47.2279243,45.6438828,42.6811371,58.3162231,58.2575531,59.0495758,59.4895859,59.9002647,63.9777069,51.129364,35.0542679,36.9609871,38.2516861,41.1850967,0.4106776,0.4400117,0.4106776,0.7040188,0.7333529,1.5547081,0.7333529,0.4693458,0.4106776,0.4693458,0.5280141
EMFWOR_SAGT1-03,0,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.1760047,0.4400117,0.6746846,0.6746846,21.3845711,21.4139042,21.0618954,20.7978878,20.1818714,16.6617775,32.9715462,52.2440605,49.6333237,47.990612,44.7051926,67.7324753,67.6738052,68.0551453,68.0258102,68.5831604,71.2525635,55.7348213,36.6089745,39.0143738,40.3637428,43.5904961,0.4106776,0.4400117,0.3813435,0.6746846,0.7333529,1.5840422,0.7920211,0.49868,0.4400117,0.49868,0.5573482
EMFWOR_SAGT1-04,0,0,0,0,0.0293341,0.0293341,0.3226753,0.5866823,0.7920211,0.7920211,19.2138462,19.4778519,19.3605156,19.1845112,18.7151661,16.0750961,32.7075386,53.7987671,50.8653564,49.3986511,46.7879143,73.364624,73.0419464,73.1592865,73.1299515,73.6286316,75.535347,59.5775871,38.4863586,41.1264305,42.2997932,44.9398651,0.264007,0.3226753,0.3226753,0.5280141,0.49868,1.2026987,0.5280141,0.2346729,0.264007,0.3520094,0.3226753
EMFWOR_SAGT1-05,0,0,0,0,0.0293341,0.0293341,0.3226753,0.5866823,0.7333529,0.7920211,15.5764151,15.8990908,15.987093,16.1630974,16.1924324,15.0484009,30.4488125,52.2733955,49.1639786,47.6386032,45.4385452,77.9114075,77.4713974,77.4127274,76.9433823,77.0607224,77.4127274,62.6283379,41.0090942,43.7958336,45.2038727,47.3452644,0.3226753,0.4400117,0.4106776,0.7040188,0.5573482,1.3200352,0.7040188,0.2053388,0.264007,0.2346729,0.2346729
EMFWOR_SAGT1-06,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.3520094,0.5573482,0.7040188,0.7040188,16.1924324,16.6911125,16.5737762,16.7497807,16.6911125,16.4564381,28.01408,51.158699,48.6652985,47.4919319,45.5852165,77.9407425,77.3834,77.5594025,77.2953949,77.2953949,76.6793747,65.3270721,43.0331459,45.2625389,46.3479042,48.2546196,0.5573482,0.6160164,0.5573482,0.6453505,0.7040188,1.5253741,1.3200352,0.1760047,0.2346729,0.1760047,0.1760047
EMFWOR_SAGT1-07,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682,0.0586682,0.3226753,0.5866823,0.7920211,0.7920211,14.227046,14.5203876,14.5497217,14.8137283,14.7550602,14.9017305,26.9873867,56.2335014,53.7987671,52.8307419,50.3080101,82.164856,81.7541809,81.7541809,81.3435059,81.3141708,80.3168106,68.6711655,40.4810791,42.6518059,43.4438248,45.9665604,0.6453505,0.762687,0.7333529,0.8800235,0.9680258,1.789381,1.3493693,0.0293341,0.0293341,0,0
EMFWOR_SAGT1-08,0,0,0,0,0,0,0.2346729,0.4693458,0.7040188,0.5573482,14.4617186,14.6963921,14.4910526,14.6377239,14.4030504,14.2857141,25.5206814,56.5561752,54.5027885,53.2120857,51.158699,82.4581985,82.1061859,82.3408661,82.0475235,82.194191,81.4608383,70.7538834,40.7744217,42.5931358,43.6784973,45.8785553,0.6746846,0.7920211,0.762687,0.9093576,0.9973599,1.8480493,1.3200352,0.0293341,0.0293341,0,0
EMFWOR_SAGT1-09,0.1466706,0.1173365,0.1173365,0.1173365,0.1173365,0.1173365,0.2933412,0.49868,0.6746846,0.5280141,20.7098846,21.0325603,20.6218834,20.6805515,20.1525383,19.1845112,28.7767677,55.58815,54.3854485,53.6520958,51.8040466,75.9753571,75.535347,75.9753571,75.8873596,76.3273697,76.5033722,67.4391327,41.5077744,42.5051346,43.0624809,45.0572014,0.5866823,0.6746846,0.6746846,0.7040188,0.7920211,1.5840422,1.0560281,0,0,0,0
EMFWOR_SAGT2-05,2.6694045,2.4933999,2.0240541,1.8480493,1.7307128,1.5547081,1.7307128,1.5547081,1.290701,1.1440305,25.4620132,25.9606915,26.0486946,26.4300385,26.1953659,25.3740101,26.664711,44.9692001,43.4144897,41.8891182,40.4810791,60.1349373,60.046936,60.1642723,59.958931,60.2522736,59.988266,59.4015846,42.211792,43.6784973,45.4385452,46.9052505,0.8213552,0.7333529,0.7040188,0.9973599,1.1146964,2.3173952,1.789381,0.49868,0.762687,0.7920211,0.8800235
EMFWOR_SAGT2-06,1.9653858,1.9067175,1.5840422,1.4667058,1.3787035,1.2026987,1.290701,1.1733646,0.8800235,0.8213552,26.4887066,26.8407154,26.6060429,26.4007034,25.784687,25.051334399999998,25.051334399999998,41.9771194,40.3637428,38.9263725,37.3129959,62.0123215,61.9243164,62.3643303,62.7456741,63.3910255,63.0683479,63.7136993,47.8732758,49.3106499,50.9533577,52.5960693,0.9386917,0.9386917,0.7920211,0.9386917,1.0266941,2.1707246,1.7013787,0.5280141,0.8213552,0.9093576,0.9386917
EMFWOR_SAGT2-07,2.2293928,2.0827222,1.7307128,1.5840422,1.4373716,1.290701,1.4960399,1.3493693,1.1440305,1.0560281,22.4699326,22.9392776,22.8219414,22.9979458,22.7632732,22.675272,23.4966259,40.0997353,38.662365,37.6943398,36.3449707,65.6204147,65.5617447,65.9430923,65.9430923,66.26577,64.447052,64.3297119,48.9586372,50.3373413,51.3933716,52.6840706,1.1146964,0.9973599,0.8800235,1.0560281,1.1146964,3.1680844,2.6107364,1.1733646,1.3787035,1.4960399,1.6427104
EMFWOR_SAGT2-08,2.3467293,2.2000587,1.8480493,1.7013787,1.5547081,1.3787035,1.5547081,1.4373716,1.2320329,1.1440305,20.885891,21.1498966,21.1792316,21.3259029,20.9445591,20.5925484,22.0592556,38.1930199,36.7849808,36.0516281,34.5555878,66.26577,66.4711075,66.70578,66.7644501,67.2337952,64.9163971,64.3297119,49.6039886,50.9240265,51.7160454,53.0067482,1.4080375,1.261367,1.1440305,1.290701,1.3493693,4.1654444,3.4614255,1.8773834,2.0827222,2.2293928,2.5227339
EMFWOR_SAGT2-09,2.3173952,2.2000587,1.8480493,1.7013787,1.6133764,1.4373716,1.8187152,1.8480493,1.8187152,1.7013787,21.3259029,21.4725723,21.5312405,21.795248,21.5019073,21.1498966,23.2619534,41.5371094,39.8650627,39.0143738,37.6943398,66.0017624,66.0897598,66.0897598,66.0310974,66.1777649,63.0096817,61.8069801,45.3798752,46.5532417,47.2279243,48.1372833,1.9360516,2.0240541,2.0827222,2.2293928,2.5227339,6.1308303,5.3974771,3.1680844,3.6374304,3.8427691,4.3707833
EMFWOR_SAGT2-10,2.0827222,2.0240541,1.760047,1.6427104,1.5840422,1.4667058,1.789381,2.0240541,2.0827222,1.9360516,22.4992676,22.3232613,22.3819294,22.7046051,22.205925,21.5019073,23.7313004,38.0756836,36.5209732,35.8462906,34.8195953,63.8017006,63.6550293,63.5963631,63.2736855,63.5083618,60.6922836,59.108242,47.2865944,48.1372833,48.4599571,48.9879723,2.9627457,3.4614255,3.5200939,3.784101,4.1654444,7.7442064,7.2161922,4.3707833,4.8401289,5.1334701,5.778821
EMFWOR_BGCT1-01,0.1466706,0.1466706,0.1466706,0.1466706,0.2053388,0.2053388,0.2053388,0.264007,0.3226753,0.49868,34.672924,34.5849228,34.7609253,34.5555878,34.643589,38.2516861,39.102375,39.982399,44.1478424,45.4092102,45.8198891,47.6386032,47.990612,47.8439407,48.0786171,47.9612808,43.2091522,42.6224709,42.1237907,37.9290123,36.6676445,36.1396294,0.9386917,0.6746846,0.6453505,0.6160164,0.6453505,1.7307128,1.4667058,1.0853623,1.0560281,0.9973599,0.9386917
EMFWOR_BGCT1-02,0.0293341,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0880023,0.1760047,0.3520094,0.4400117,29.8327961,29.6861248,29.7447929,29.4807854,29.5687885,31.6515102,32.3261948,33.29422,40.3637428,41.331768,41.6544456,55.9694939,56.3801689,56.3801689,56.5855103,56.468174,52.3027267,52.2733955,52.1853905,45.4092102,44.6758575,44.41185,1.9653858,1.7013787,1.6427104,1.7013787,1.7307128,3.7547667,3.1094162,2.2293928,1.8480493,1.4373716,1.290701
EMFWOR_BGCT1-03,0.0293341,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0880023,0.1466706,0.2346729,0.3813435,32.2088585,32.1501923,32.0621872,31.9741859,31.8861828,33.7048988,34.4382515,35.4062767,41.331768,42.4757996,42.7104721,52.6547356,53.0067482,53.1240845,53.2120857,53.2707558,49.2226448,49.1053085,49.1933136,43.8838387,43.2091522,43.0918159,2.552068,2.2587268,2.2293928,2.2293928,2.2587268,4.4294515,3.8134351,2.7574069,2.0827222,1.5253741,1.261367
EMFWOR_BGCT1-04,0.0293341,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0880023,0.1466706,0.3226753,0.3813435,30.3314762,30.2141399,30.1261368,30.0968018,29.8034611,29.9501324,30.6248169,31.563509,39.2490463,40.4517441,40.5104141,57.4948654,57.9055443,57.9642105,57.9348793,58.1988869,55.58815,55.6468163,55.9401588,49.3399811,48.5479622,48.6946335,3.3440893,3.0507481,3.0800822,3.1387503,3.1680844,5.573482,4.8401289,3.6080961,2.4640658,1.8773834,1.6133764
EMFWOR_SAGT2-02,1.8480493,1.6720446,1.261367,1.1733646,1.1146964,1.1146964,1.4667058,1.4080375,1.1440305,1.0853623,32.5608673,33.1475525,33.4115562,33.7929001,33.2062187,33.4702263,37.782341,54.9427986,52.3027267,50.8653564,49.6919899,48.0199471,47.9319458,47.9026108,47.7266045,48.0492821,46.3185692,43.2678223,27.3100624,29.9501324,31.7101784,32.9128761,1.1146964,0.9973599,0.9386917,1.1440305,1.4960399,3.0214138,1.760047,0.2053388,0.264007,0.2053388,0.2346729
EMFWOR_SAGT2-03,2.8747432,2.5814021,2.1707246,2.0533881,1.9653858,1.8773834,2.2000587,1.9947199,1.6133764,1.5253741,33.4702263,34.2035789,34.3502502,34.7902603,34.232914,33.7342339,36.0809631,53.358757,50.9240265,49.6039886,48.4306259,50.2786751,50.1613388,50.3960114,50.1613388,50.5133476,49.6333237,48.5186272,32.4728661,35.0249329,36.8143158,37.9583473,1.3787035,1.261367,1.1733646,1.3787035,1.7013787,3.1680844,2.0240541,0.4693458,0.5573482,0.4693458,0.5866823
EMFWOR_SAGT2-04,2.8454092,2.6400704,2.1413903,1.9947199,1.8480493,1.6720446,1.9947199,1.789381,1.5253741,1.4373716,27.9847469,28.6300964,28.8354359,29.3927841,28.864769,28.2487526,30.3314762,49.3986511,47.4039307,45.761219,44.441185,56.1161613,55.9108238,55.9988251,55.6174812,56.0868301,55.4708138,54.5027885,36.5796432,38.5743637,40.4810791,41.7717819,1.1440305,1.0853623,0.9973599,1.3200352,1.5253741,2.9040775,1.9653858,0.49868,0.7040188,0.7040188,0.8213552
EMFWOR_BGCT2-01,0.1760047,0.1760047,0.1760047,0.1760047,0.2346729,0.2346729,0.2053388,0.2346729,0.264007,0.2346729,22.1472569,22.1765919,22.1472569,22.1179237,22.0592556,23.2619534,23.5259609,24.0539742,23.8486366,24.0833092,24.2006454,49.3399811,49.0466423,48.841301,48.6946335,48.7826347,43.3264885,43.3851585,45.6145515,45.6732178,45.790554,46.8759155,9.9735994,10.237606,10.4722795,10.648284,10.6189499,14.8137283,14.4910526,11.7629805,11.8803167,11.4989729,10.3256083
EMFWOR_BGCT2-02,0.1760047,0.1760047,0.1760047,0.1760047,0.2346729,0.2346729,0.2053388,0.2346729,0.2933412,0.2346729,18.5098267,18.656498,18.6271629,18.4511585,18.4511585,19.6538582,21.0618954,21.5899086,21.1498966,21.1205635,21.0618954,54.1801109,53.622764599999996,53.358757,53.2707558,53.300087,47.4919319,46.3479042,48.1666183,48.1959534,48.2839546,49.3106499,8.2722206,8.6828985,8.9762392,9.2402468,9.2109127,13.7577,13.4936934,11.1762981,11.557642,11.4403048,10.5309477
EMFWOR_BGCT2-03,0.2053388,0.2346729,0.1760047,0.1760047,0.2346729,0.2346729,0.264007,0.264007,0.3226753,0.264007,16.5151062,16.6911125,16.5151062,16.3977699,16.2804337,17.6298027,20.1818714,21.4725723,20.9445591,20.8565559,20.7978878,58.3162231,57.788208,57.5828705,57.4361992,57.5535355,51.6867104,49.3986511,50.2493401,50.3666763,50.3666763,51.158699,7.7442064,8.1842184,8.5362272,8.8589029,8.8589029,13.3176889,13.0536814,10.8829565,11.2936344,11.3229685,10.648284
EMFWOR_BGCT2-04,0.2346729,0.2346729,0.1466706,0.1466706,0.2053388,0.2053388,0.3813435,0.49868,0.49868,0.3813435,18.656498,18.7444992,18.6271629,18.5978298,18.3631573,19.565855,23.9659729,27.6620712,26.9580517,26.7233791,26.6060429,62.276329,61.9536514,61.9243164,61.8069801,61.9536514,57.2308578,53.2707558,51.0120277,51.158699,51.2173653,51.6573792,5.9254913,6.2481666,6.3948374,6.6295099,6.7175126,10.1789379,9.7389259,8.1255503,8.5655613,8.7415667,8.5362272
EMFWOR_BGCT2-05,0.1173365,0.1466706,0.0880023,0.0880023,0.0880023,0.0880023,0.49868,0.7040188,0.7040188,0.49868,22.7926083,22.6166039,22.4699326,22.3525963,22.2645931,24.5233212,36.2863007,42.2997932,41.5957756,41.0677605,40.921093,58.697567,58.7268982,58.7562332,58.7268982,58.6095619,53.7401009,42.6811371,37.4009972,37.4889984,37.811676,38.3690224,3.9014373,4.1361103,4.2241125,4.4294515,4.6347904,7.2455263,6.5415077,5.3974771,5.8081551,6.0134935,5.8081551
EMFWOR_BGCT2-06,0.3520094,0.2933412,0.2053388,0.2053388,0.1760047,0.1760047,0.762687,0.9386917,0.8800235,0.7040188,26.3127022,26.4887066,26.664711,26.694046,26.5473747,29.1287766,44.3531837,49.4573174,48.7532997,48.6066284,48.4892921,51.3053665,51.2467003,51.158699,51.070694,51.070694,47.2865944,32.9128761,27.8380756,28.2194195,28.2780876,28.6887646,1.6133764,1.789381,1.760047,1.9067175,2.0533881,3.2854209,2.4347315,1.8187152,1.9653858,2.1120563,1.9947199
EMFWOR_BGCT2-07,0.762687,0.6746846,0.5573482,0.5573482,0.6746846,0.7040188,1.4080375,1.5840422,1.5840422,1.5253741,30.2141399,30.683485,31.0061607,31.2701664,31.2114983,33.2062187,47.5212669,51.6867104,50.9533577,50.6306839,50.5133476,41.1264305,40.8624229,40.6864166,40.5104141,40.5397491,37.9583473,24.3179817,19.8591957,20.3872108,20.6218834,20.8565559,1.0560281,1.1440305,1.0853623,1.1146964,1.1440305,1.6133764,0.9093576,0.49868,0.5280141,0.6160164,0.5573482
EMFWOR_BGCT2-08,0.5280141,0.4693458,0.4106776,0.4106776,0.7920211,0.8506894,1.3787035,1.6133764,1.6427104,1.5547081,30.7714882,31.2701664,31.7981815,31.9741859,31.8861828,33.6168976,45.5558815,47.2865944,46.4945717,46.1425629,46.2892342,36.9609871,36.7263145,36.4036369,36.2569656,36.432972,33.7929001,22.3525963,20.7098846,21.2672329,21.5019073,21.5312405,2.2293928,2.2587268,2.1120563,2.1413903,2.0533881,2.5814021,2.0240541,1.4080375,1.4080375,1.4960399,1.4080375
