Visit_ID,Species,Sex,Detection,Distance_class,Behavior,Time_left_min,Time_left_sec,Comments,Period
TR623_08_2013-05-08,WHWO,U,A,999,C,,,WHWO called after time; jgd checking that this is the pt id,AF
TR623_08_2014-05-08,WHWO,M,V,50_150,P,,,1 WHWO obs btwn pts 7 and 8,TR
TR623_09_2012-05-15,WHWO,U,A,0_50,C,1,56,,DU
TR623_09_2013-05-08,WHWO,P,V,0_50,F,0,30,"WHWO Pair agitated, no nest found",DU
TR623_09_2014-05-08,WHWO,F,V,0_50,F,,,"2 WHWO, followed female couldn’t find nest",AF
TR623_09_2014-05-08,WHWO,U,V,0_50,F,,,"2 WHWO, followed female couldn’t find nest",AF
TR623_10_2012-06-13,WHWO,F,V,0_50,C,999,999,,DU
TR623_10_2013-05-08,WHWO,M,V,0_50,D,2,0,,DU
TR623_10_2013-06-04,WHWO,M,A,0_50,C D,2,45,Called and flew in to CP Tree.,DU
TR623_10_2014-05-08,WHWO,F,V,,F,,,1 WHWO obs btwn pts 9 and 10,TR
TR623_10_2014-06-03,WHWO,F,V,0_50,F,1,0,WHWO went to a snag with multiple holes in it but did not go in holes. The snag is about 125 feet from cp 10,DU
TR623_10_2014-06-03,WHWO,F,V,50_150,F,,,Second F WHWO detected after pt count; followed other F detected during pt count,AF
TR623_10_2016-06-23,WHWO,M,V,0_50,C D F,0,57,"heard calling about 5 mins before survey start, flew in during call",DU
TR624_01_2013-05-02,WHWO,F,V,0_50,D F,999,999,During Calling; Missing time remaining,DU
TR624_05_2012-05-02,WHWO,F,V,0_50,F,0,58,,DU
TR624_05_2016-06-09,WHWO,M,V,0_50,F,2,34,,DU
TR624_06_2013-05-02,WHWO,U,V,,999,,,Saw prob. WHWO enroute to CP7,TR
TR624_07_2012-05-31,WHWO,F,V,0_50,C D,999,999,,DU
TR624_09_2014-05-28,WHWO,U,A,50_150,C,,,"Heard WHWO after time was up, could not find it",AF
TR624_10_2014-05-28,WHWO,U,V,50_150,F FL,,,WHWO detected on way to pt 10; could have been the same one we heard after pt count at pt 9; we followed but we could not find; evaded us after 15 minutes.,TR
TR624_10_2016-05-18,WHWO,U,A,50_150,D,1,0,"heard DR with 1 min left, confirmed call after time, no visual",DU
TR625_01_2012-06-07,WHWO,U,A,50_150,C,0,15,,DU
TR625_01_2014-05-22,WHWO,U,A,ovr_150,C,0,30,Heard one WHWO chirp a long ways off,DU
TR625_03_2013-05-23,WHWO,U,A,50_150,C,1,30,"Auditory during calling, but suspect that WHWO followed us from CP4.",DU
TR625_03_2015-06-22,WHWO,M,V,0_50,F,3,22,Flew in from NW,DU
TR625_04_2012-05-22,WHWO,U,V,0_50,999,999,999,,DU
TR625_04_2013-05-23,WHWO,P,A,0_50,C D,999,999,"During calling faint auditory, after-visual, pair chasing what we thought to be either 2 HAWO or 2 DOWO",DU
TR625_04_2013-06-26,WHWO,M,A,50_150,C,3,20,"Saw 2 M WHWO, called during calling, heard possibly two more WHWO and probable nest- not verified.",DU
TR625_04_2014-06-13,WHWO,U,A,0_50,FL,,,Flew through point calling,AF
TR625_04_2016-05-20,WHWO,U,A,50_150,C,3,30,,DU
TR625_06_2012-05-22,WHWO,F,V,0_50,C D,1,15,,DU
TR625_08_2015-05-22,WHWO,P,A,0_50,C,1,44,"flew within 50m during call, visually verified pair",DU
TR625_08_2015-05-22,WHWO,U,A,,C,,,heard WHWO en route to CP 8 outside of time frame,TR
TR625_10_2016-05-20,WHWO,U,A,,C,,,heard WHWO between CP 9 & 10,TR
TR628_01_2013-05-01,WHWO,U,A,50_150,D,1,0,Heard drumming before call,DU
TR628_01_2013-05-01,WHWO,U,V,50_150,FL P,1,0,2 WHWO flew in and landed in two different trees.,DU
TR628_02_2013-05-01,WHWO,U,A,ovr_150,C,,,Heard calling after time.,AF
TR628_02_2013-05-30,WHWO,U,A,50_150,C D,4,0,WHWO moved around rapidly,DU
TR628_02_2014-06-10,WHWO,F,V,0_50,F,2,15,"WHWO detected during count, followed but it went over the ridge",DU
TR628_03_2014-06-10,WHWO,M,V,0_50,F,1,0,"WHWO detected during count, flew away before we could locate the nest",DU
TR628_05_2016-06-08,WHWO,F,V,0_50,D,0,23,,DU
TR628_06_2013-05-30,WHWO,U,V,0_50,FL,0,30,A WHWO flew in during time,DU
TR628_07_2013-05-01,WHWO,U,V,0_50,D,1,0,one of two WHWO.,DU
TR628_07_2013-05-01,WHWO,U,V,0_50,FL P,1,0,second of two WHWO and landed in different PIPO.,DU
TR628_07_2016-06-08,WHWO,F,V,0_50,F P,2,22,,DU
TR628_08_2012-05-30,WHWO,U,V,0_50,C D,999,999,,DU
TR628_NA,WHWO,U,V,,999,,,Saw a WHWO between points.,TR
TR629_01_2015-06-23,WHWO,U,A,50_150,C,3,18,,DU
TR629_01_2015-06-23,WHWO,M,V,0_50,F,1,52,,DU
TR629_01_2015-06-23,WHWO,M,V,,999,,,"different male WHWO encountered en route to truck after survey (0341520, 4981094)",TR
TR629_05_2014-05-13,WHWO,U,A,50_150,C,,,Heard WHWO but could not see,TR
TR629_05_2014-06-12,WHWO,M,V,0_50,C F,4,30,Went to nest NTR6290501,DU
TR629_05_2014-06-12,WHWO,F,V,0_50,C F,4,30,,DU
TR629_05_2016-05-19,WHWO,F,A,0_50,C,4,2,HEARD  BEFORE TIME BOTH FEMALE - heard and then flew in,DU
TR629_05_2016-05-19,WHWO,F,A,0_50,C,4,2,HEARD  BEFORE TIME BOTH FEMALE - heard and then flew in,DU
TR629_06_2014-06-12,WHWO,M,V,0_50,F,3,0,Flew off and could not relocate to follow,DU
TR629_10_2015-05-27,WHWO,M,V,0_50,F,2,5,,DU
TR630_02_2013-06-12,WHWO,F,A,0_50,F,1,40,Good visual of female WHWO,DU
TR630_03_2012-05-10,WHWO,M,V,0_50,C D,1,51,,DU
TR630_03_2012-06-21,WHWO,M,V,0_50,D F,1,15,,DU
TR630_05_2013-05-14,WHWO,F,A,50_150,C,999,999,"Saw WHWO before calling, heard during, saw after calling.",DU
TR630_05_2013-06-12,WHWO,M,V,0_50,F,3,0,"Visual, feeding on PIPO branch during calling",DU
TR630_07_2014-05-14,WHWO,P,V,50_150,F,,,2 WHWO seen leaving possible nest between pts 7 and 8,TR
TR630_08_2012-06-21,WHWO,F,V,0_50,C P,999,999,,DU
TR630_08_2014-06-05,WHWO,U,A,ovr_150,C,0,30,Heard WHWO but could not relocate to follow,DU
TR630_09_2011-06-15,WHWO,M,V,0_50,P,999,999,,DU
TR630_09_2012-05-10,WHWO,P,V,0_50,C D,1,32,,DU
TR630_09_2012-06-21,WHWO,M,V,0_50,F,999,999,,DU
TR630_09_2013-05-14,WHWO,F,A,ovr_150,C D,999,999,"Drumming during calling, Visual after",DU
TR630_09_2013-06-12,WHWO,U,A,50_150,C D,2,0,Too far to determine sex,DU
TR630_09_2014-05-14,WHWO,U,A,50_150,C,,,At least one WHWO heard,AF
TR630_10_2012-06-21,WHWO,F,V,0_50,F,999,999,,DU
TR630_NA,WHWO,U,A,,C,,,Heard WHWO between pts.,TR
TR630_NA,WHWO,U,A,999,C,,,"Heard WHWO after time, no visual.",AF
TR630_NA,WHWO,U,V,,999,,,Saw SECOND WHWO between pts.,TR
TR646_08_2014-06-04,WHWO,F,V,50_150,F,1,5,WHWO went to snag with holes in it but it did not go inside; the snag is right next to  pt 8,DU
TR647_01_2013-06-06,WHWO,F,A,50_150,F,1,30,"confirmed visual, heard another after time.",DU
TR647_01_2014-07-01,WHWO,U,A,999,C,0,10,missing distance bin,DU
TR647_02_2013-06-06,WHWO,U,A,,C,,,"observed in between points, confirmed visual.",TR
TR647_02_2013-06-06,WHWO,F,V,0_50,D,0,30,different bird,DU
TR647_02_2013-06-06,WHWO,M,V,999,F,,,After time male flew in as we were leaving pt. 2,AF
TR647_02_2015-05-20,WHWO,F,V,0_50,F,4,3,"same bird, 50-100m away from point upon arrival, flew in during calling",DU
TR647_02_2015-05-20,WHWO,F,A,50_150,C,,,"50-100m away from point upon arrival, flew in during calling",BE
TR647_02_2016-05-10,WHWO,F,V,0_50,F P,2,5,"same bird, heard calling then flew in",DU
TR647_02_2016-05-10,WHWO,F,A,50_150,C,2,15,GPS WHWO51016,DU
TR647_03_2015-06-11,WHWO,M,V,0_50,P,1,49,,DU
TR647_04_2012-06-14,WHWO,F,V,0_50,F,999,999,,DU
TR647_04_2013-05-09,WHWO,U,A,50_150,C,0,30,Saw female WHWO after time,DU
TR647_04_2014-07-01,WHWO,U,A,,C,,,"WHWO detected btwn pts 4 and 5, did not get a visual",TR
TR647_05_2012-06-14,WHWO,P,V,0_50,P,999,999,,DU
TR647_05_2013-06-06,WHWO,P,A,50_150,D,1,50,"Drumming first, but confirmed visual after walking to snag",DU
TR647_05_2013-06-06,WHWO,M,V,0_50,F,2,0,constant drumming in all directions,DU
TR647_05_2013-06-06,WHWO,U,V,0_50,FL,1,50,flew past while observing other bird,DU
TR647_05_2015-05-20,WHWO,P,A,0_50,F FL,3,10,"heard call just before recording started, confirmed visually @ 1 min 20 sec, female foraging, male flying",DU
TR647_05_2015-05-20,WHWO,U,A,999,C,,,heard call just before recording started,BE
TR647_06_2012-05-14,WHWO,M,V,0_50,C,999,999,,DU
TR647_07_2012-05-14,WHWO,P,V,0_50,C,999,999,,DU
TR647_07_2013-05-09,WHWO,U,A,,C,,,Heard WHWO between points 8 and 7,TR
TR647_07_2013-05-09,WHWO,P,V,0_50,C,1,0,"Saw pair, flew within 20m",DU
TR647_09_2016-05-10,WHWO,P,V,0_50,D F,2,30,"F flew in followed shortly by M, F started DR, M started FOR",DU
TR647_09_2016-06-02,WHWO,M,V,0_50,F,1,43,,DU
TR647_10_2013-05-09,WHWO,F,A,50_150,C D,1,0,"Saw one WHWO, saw female during time",DU
TR647_10_2013-06-06,WHWO,F,A,0_50,F,2,0,Visual confirmation,DU
TR647_10_2013-06-06,WHWO,F,V,0_50,F,0,30,Another female flew into same tree from different direction,DU
TR647_10_2014-05-21,WHWO,U,A,50_150,C,,,could not locate,AF
EMFWOR_CAMC8-05_2016-06-28,WHWO,U,A,50_150,C,,,RNSA CA 10m SE of pt -nest nearby? WHWO CA briefly 100m SE of pt 5 in response to nest searcher playing CA - happened as they were leaving pt 6,TR
EMPAID_CU06_2015-05-14,WHWO,U,V,,FL,,,Picoides drum? ~125m away starting w/ 4:30 left; Det WHWO on way to pt #6 and from different (opposite) direction from DR mentioned above. They flew farther down transect and past pt #6- likely a pair,TR
EMPAID_LC01_2015-05-20,WHWO,F,V,,FL,,,"Female and male WHWO nest pair obs @ cavity, nest guarding en route to LC01",TR
EMPAID_DL05_2015-06-11,WHWO,U,V,50_150,C,,,"En route, WHWO V&A ~100m from pt 5, lots of snags",TR
EMPAID_M06_2015-06-12,WHWO,F,V,,FL,,,"Came across M WHWO on way to pt6, he headed towards pt 6 as well - 10:07 am flushed F from CE, M flew in from E 2 mins later, Ads banded",TR
EMPAID_L08_2015-06-15,WHWO,U,A,,C,,,WHWO rattle heard between pts 9 and 8 before count,TR
EMPAID_BR06_2015-06-29,WHWO,U,A,,C,,,"Heard an AD WHWO rattle on my way to pt6 (7:29 am)- auditory detection, 2 HAWOs at pt tree OA",TR
EMPAID_BR03_2015-06-29,WHWO,M,A,,C,,,"Adult WHWO CA E of pt 3 on way to pt 2 (9:01 am), M visual detection, followed E and rechecked after transect completed- no other detections",TR
EMPAID_D09_2016-05-23,WHWO,U,A,0_50,C,,,Audible of WHWO heard approx 50 m NNW of D9.,TR
EMPAID_SF06_2016-05-25,WHWO,U,A,,C,,,Male WHWO flew into point count tree and began drumming; 1-3 year fresh harvest of medium to large trees.  WHWO heard calling en route to point 6 @ 11T 0550675 4958122 flying from SW to N,TR
EMFWOR_SWRC1-10_2019-05-29,WHWO,F,V,0_50,P,,,10 min after playback.,AF
EMFWOR_SWRC3-04_2019-05-29,WHWO,F,V,50_150,C,,,Flew onto pt ct tree westbound. Continued 310 degrees ~120m and joined a female. Sweet talk.,AF
EMFWOR_CAMC4-10_2019-05-31,WHWO,U,V,0_50,F,,,"2 WHWO calling as we approach pt 10. Get 2 to come into call nearly simultaneously, M first then second AD 16 sec later. Could only ID male.",AF
EMFWOR_SWRC3-03_2019-06-26,WHWO,U,A,0_50,C,,,"A det of WHWO C, 0-50m N prior to survey start.",BE
EMFWOR_SWRC3-09_2019-06-26,WHWO,U,A,0_50,C,,,"SECOND DETECTION W/ 48 SEC REMAINING, CODED AS AFTER",AF
EMMAOR_PAWT1-03_2019-05-20,WHWO,M,V,0_50,P,,,"COPULATION, exchanging food and perched on same branch as above WHWO",AF
EMMAOR_WOLFC2-09_2019-05-23,WHWO,M,V,0_50,FL,,,2nd male WHWO flew in to same tree and started following the 1st male WHWO,AF
EMMAOR_PRONGC1-03_2019-05-29,WHWO,U,V,50_150,FL,,,,AF
EMMAOR_UPCA1-08_2019-06-12,WHWO,U,V,50_150,F,,,"WHWO seen on approach to pt 8, cavity found, foraging heard during protocol",BE
EMMAOR_PAWT1-08_2019-06-17,WHWO,M,A,0_50,C FL P,,,WHWO vocalization before first callback played. Detected at 79deg flew off headed at 220deg,BE
EMMAOR_UPCA1-09_2019-06-28,WHWO,U,A,50_150,C FL,,,After playback at pt9 I heard WHWO to the E. Quickly saw it fly by heading S.,AF
EMMAOR_MDC2-08_2019-07-02,WHWO,U,A,0_50,C,,,"WHWO calls heard near pt8 before starting survey, very short",BE
EMMAOR_RATT1-06_2019-07-02,WHWO,U,A,50_150,C,,,ACA from historic nest,AF
EMFWOR_BGCT1-09_2015-06-16,WHWO,U,A,ovr_150,C,1,27,"WHWO call heard to SE of pt. >150m away, only called 1 time -no visual.",DU
EMFWOR_CAMC1-01_2015-06-02,WHWO,M,V,0_50,D FL P,2,48,M silently flew in from NNE and PE in PIPO 15m SW of pt. DR while finished survey,DU
EMFWOR_CAMC1-01_2015-06-22,WHWO,U,A,0_50,C,4,17,"Heard unk WHWO CA to E ~ 30m, most likely m/f from NCAMC1-01A nest nearby",DU
EMFWOR_CAMC1-09_2015-06-22,WHWO,M,V,0_50,F FL,2,34,"M WHWO flew in silently from SW, landed on burnt ABCO ~10m SW of pt, continued to FOR in area around pt, area burned.",DU
EMFWOR_CAMC4-04_2015-06-15,WHWO,M,V,0_50,D F,3,30,"M WHWO flew over pt. from E to W and landed on pipo ~20m W of pt. tree, began FOR and DR on pipo, and stayed around pt. area DR after survey.",DU
EMFWOR_CAMC5-01_2015-06-04,WHWO,M,V,0_50,FL,3,14,"M WHWO flew in quietly from NW, F WHWO detected after survey",DU
EMFWOR_CAMC5-04_2015-06-04,WHWO,M,V,0_50,D,3,22,"M WHWO flew in from NE, started to DR on PIPO Snag",DU
EMFWOR_CAMC5-10_2015-06-24,WHWO,U,A,50_150,P,0,49,"Unk DR to SW w/3 min remaining, <50m. WHWO drum to N w/49 sec remaining",DU
EMFWOR_CAMC7-03_2015-06-19,WHWO,U,A,0_50,C,4,1,Heard WHWO CA w/ 4:01 min remaining ~35m  E of pt. tree,DU
EMFWOR_CAMC7-06_2015-05-29,WHWO,M,V,0_50,P,1,3,M flew w/in 5m of pt silently from W. HAWO in area as well,DU
EMMAOR_WOLFC2-01_2015-06-23,WHWO,F,A,50_150,C,4,19,Female WHWO CA from S of pt 1 (close by),DU
EMMAOR_WOLFC2-01_2015-06-23,WHWO,F,A,0_50,C,2,22,Female WHWO CA from S of pt 1 (close by),DU
EMMAOR_WOLFC2-01_2016-06-27,WHWO,U,A,ovr_150,C,1,10,WHWO call due S @ >150m,DU
EMMAOR_WOLFC2-02_2016-06-27,WHWO,U,A,50_150,C,0,4,WHWO call @100m = 0:04 sec - SW of P2.,DU
EMMAOR_WOLFC2-03_2014-06-23,WHWO,F,A,0_50,P,4,5,WHWO F flew in silent from W,DU
EMMAOR_WOLFC2-05_2014-05-20,WHWO,U,V,0_50,FL,4,20,,DU
EMMAOR_WOLFC2-06_2014-06-23,WHWO,F,V,0_50,P,4,18,"WHWO M & F flew in silent from W, both flew back W silently and quick",DU
EMMAOR_WOLFC2-06_2014-06-23,WHWO,M,V,0_50,P,4,18,"WHWO M & F flew in silent from W, both flew back W silently and quick",DU
EMFWOR_CAMC1-06_2021-06-21,WHWO,M,A,ovr_150,D,5,56,"WHWO DR E of pt, when site ID'ed M had moverd closer FOR on tree",DU
EMFWOR_CAMC1-06_2021-06-21,WHWO,M,A,0_50,F FL,2,56,"WHWO DR E of pt, when site ID'ed M had moverd closer FOR on tree",DU
EMFWOR_CAMC1-05_2021-06-21,WHWO,M,A,ovr_150,D,8,18,"M WHWO DR beginning of count, moved in and DR more, heard 2nd WHWO DR >150m",DU
EMFWOR_CAMC1-05_2021-06-21,WHWO,M,A,0_50,D FL,5,49,"M WHWO DR beginning of count, moved in and DR more, heard 2nd WHWO DR >150m",DU
EMFWOR_CAMC1-10_2021-06-21,WHWO,U,A,ovr_150,C,0,9,"burned w/ lots of snags 50m E, NOFL and SS detected on way here, heard WHWO CA SE of pt, after survey saw and heard M WHWO on way walking to pt 9",DU
EMFWOR_LFTT2-09_2021-06-22,WHWO,M,V,50_150,D FL O,0,42,"heard FC DR, when timer ended followed DR to M WHWO who flew 0-50m in, M not FOR but arguing w/nuthatch, M continued DR for a while then flew toward pt 8 and DR",DU
EMFWOR_LFTT2-08_2021-06-22,WHWO,M,V,0_50,FL,8,38,"Saw same WHWO male as pt 9 fly in, didn’t make any noise, good snag and aspen patch here",DU
EMFWOR_LFTT2-07_2021-06-22,WHWO,M,V,50_150,FL P,5,53,"heard same M WHWO from pts 8 and 9 fly in perch, flys 60m away to DR",DU
EMFWOR_LILT1-09_2021-06-28,WHWO,M,V,0_50,C D FL,7,0,"M WHWO flew into large PIPO 10m from pt cnt tree, very upset with me, watched him FOR awhile and he flew E",DU
EMFWOR_LILT1-10_2021-06-28,WHWO,M,V,0_50,D FL,6,30,"WHWO flew into adj juniper and then on to pt cnt tree, followed forest SW of pt, lost it in grove of PIPO, cont flying W from what I could tell, poss same indiv from pt 9",DU
EMFWOR_CAMC4-04_2021-06-29,WHWO,M,V,,FL,,,"FOR noises occurring on arrival to site, continued during callback, PIWO? Went to investigate FOR.  OA M WHWO flew in shortly after PIWO flew by, BBWO also present",AF
EMFWOR_SWRC3-01_2021-06-29,WHWO,U,A,0_50,D,7,20,"WHWO flew in close, strated DR and tapping on tree, it was well-hidden so I couldn't se it, but seemed like typical WHWO behav",DU
EMFWOR_SWRC3-03_2021-06-29,WHWO,U,V,0_50,C D,8,40,"heard DR E of pt before count started, WHWO flew in immed, then flew when I walked closer, so could not sex, possibly a pair",DU
EMMAOR_WOLFTB4-10_2021-05-14,WHWO,F,V,0_50,F FL,1,53,"NOFL, Saw WHWO no sound (Connor saw it), WHWO flew off, we followed, she was FOR, lost her then refound N of pt 10",DU
EMMAOR_PRONGC2-01_2021-05-15,WHWO,F,V,0_50,F,4,5,"HAWO, WCSP, heard/saw F WHWO on way to Pt 1, <50m, later repsond to PB, left when HAWO came in",DU
EMMAOR_PRONGC2-02_2021-05-15,WHWO,M,V,0_50,D F,1,48,"CAFI, NOFL, WHWO came to tree I was playing from, watched him for a bit",DU
EMMAOR_PRONGC2-03_2021-05-15,WHWO,M,A,0_50,D F,0,30,"WCSP, MOCH, CAFI, fast DR then visual on M and soon after F WHWO after playing time",DU
EMMAOR_PRONGC2-03_2021-05-15,WHWO,F,V,0_50,F,,,"F WHWO sighted with M after playing time ended, lost her when writing notes",AF
EMMAOR_CUBT2-01_2021-05-17,WHWO,U,A,50_150,C,3,40,"heard 2 WHWO, first 1 was at 280 deg, 2nd at 110 deg, the 2 moved around but never w/in 50m, DEJU, MODO, NOFL",DU
EMMAOR_CUBT2-01_2021-05-17,WHWO,U,A,50_150,C,3,30,"heard 2 WHWO, first 1 was at 280 deg, 2nd at 110 deg, the 2 moved around but never w/in 50m, DEJU, MODO, NOFL",DU
EMMAOR_CUBT2-02_2021-05-17,WHWO,U,A,0_50,C FL,1,32,"As I walked to pt 2, I heard then saw F WHWO, I was about 126m to pt 2, between pts 3 and 2, she flew toward pt 2, later heard WHWO fly in, then chirp <50m and soon after (2-3 sec) another WHWO comes in and chases 1st WHWO away, too quick didn't see sex type, both flew off toward pt 1, 15 deg",DU
EMMAOR_CUBT2-02_2021-05-17,WHWO,U,V,0_50,FL O,,,"As I walked to pt 2, I heard then saw F WHWO, I was about 126m to pt 2, between pts 3 and 2, she flew toward pt 2, later heard WHWO fly in, then chirp <50m and soon after (2-3 sec) another WHWO comes in and chases 1st WHWO away, too quick didn't see sex type, both flew off toward pt 1, 15 deg",AF
EMMAOR_CUBT2-10_2021-05-17,WHWO,M,V,0_50,D F,,,"DEJU, MOCH, TOSO, CAFI, as I walked away from pt 10 I heard fast DR from M WHWO, visual on snag 25m, 16deg from pt10",AF
EMMAOR_ELKT2-01_2021-05-18,WHWO,F,A,50_150,C,1,7,"PC tree cut down, WETA, YRWA, MOCH, CAFI",DU
EMMAOR_ELKT2-02_2021-05-18,WHWO,F,V,0_50,C FL P,2,10,"WHWO flew in from N, likely same bird from pt 1, M after associating with F",DU
EMMAOR_ELKT2-02_2021-05-18,WHWO,M,V,0_50,FL P,,,"WHWO flew in from N, likely same bird from pt 1, M after associating with F",AF
EMMAOR_ELKT2-07_2021-05-18,WHWO,F,A,50_150,C D,3,40,"WHWO obs on way to pt 7, later detected during count",DU
EMMAOR_ELKT2-07_2021-05-18,WHWO,F,V,0_50,P,1,15,"WHWO obs on way to pt 7, later detected during count",DU
EMMAOR_CLIFFC1-05_2021-05-19,WHWO,M,V,50_150,C FL,3,20,"heard WHWO CA 1st >150m, then M WHWO flew in, also heard F WHWO (pt 6), maybe nest activity, RTHA",DU
EMMAOR_CLIFFC1-05_2021-05-19,WHWO,M,V,0_50,C FL,2,8,"heard WHWO CA 1st >150m, then M WHWO flew in, also heard F WHWO (pt 6), maybe nest activity, RTHA",DU
EMMAOR_CLIFFC1-06_2021-05-19,WHWO,F,V,50_150,C,,,"before playing heard fast DR and CA in 2 different directions, nothing ever came in after survey, no DR either, heard CA walking away from pt 6 and found F WHWO 90m from pt 6 at 230deg",TR
EMPAID_M10_2016-05-26,WHWO,F,V,50_150,C,,,"Heard WHWO calling 80m from M-10.  Got visual, female.  Located @ 11T 0550437, 4969989.",TR
TR601_06_2016-06-14,WHWO,U,A,,C,,,"PC tree has severe cat face, will fall; Heard WHWO CA once at 7:59 am, no more, to NE, between pts 6-7",TR
TR601_06_2016-06-28,WHWO,M,A,,F,,,"RNSA PR obs FOR 0-50m w/2:01 remain; WHWO PR FOR in PIPO limbs @ 6:15 am btwn pts 6-5, obs for 1 hr, responsive to CA",TR
TR601_06_2016-06-28,WHWO,F,A,,F,,,"RNSA PR obs FOR 0-50m w/2:01 remain; WHWO PR FOR in PIPO limbs @ 6:15 am btwn pts 6-5, obs for 1 hr, responsive to CA",TR
TR601_09_2016-06-14,WHWO,F,A,,F,,,"RTHA PR defensive - nest?; Heard F WHWO, then sighted pair, 0-50m @ 9:46am; F gleaning insects from PSME buds; M Pecking/flaking LAOC bark; Obs for 30min before PR flew off; Heard NOFL, obs/heard RNSA FOR 50-150m @ 10:27am btwn pts 9-10.",TR
TR601_09_2016-06-14,WHWO,M,A,,F,,,"RTHA PR defensive - nest?; Heard F WHWO, then sighted pair, 0-50m @ 9:46am; F gleaning insects from PSME buds; M Pecking/flaking LAOC bark; Obs for 30min before PR flew off; Heard NOFL, obs/heard RNSA FOR 50-150m @ 10:27am btwn pts 9-10.",TR
TR602_02_2016-05-31,WHWO,U,A,0_50,C,,,"WHWO rattle nearby as I arrive to stn, then see it fly away, 50-150m , 0-50m",BE
TR602_03_2016-05-31,WHWO,U,A,50_150,C,,,"First WHWO rattle from 230 deg, second WHWO rattle (2 different birds) 30sec later @ 95 deg after survey, 50-150 m; third rattle at 215 deg",AF
TR602_03_2016-05-31,WHWO,U,A,50_150,C,,,"First WHWO rattle from 230 deg, second WHWO rattle (2 different birds) 30sec later @ 95 deg after survey, 50-150 m; third rattle at 215 deg",AF
TR602_03_2016-06-06,WHWO,U,A,ovr_150,C D,999,999,"Heard WHWO response & DR, but there were DOWO & NOFL making noise also",DU
TR602_04_2016-06-06,WHWO,F,V,0_50,D F,999,999,"Saw 1 WHWO that may have been M? 4 NOFLs; WHWO Feeding on 19"" PIPO",DU
TR615_01_2016-05-03,WHWO,U,V,,,,,"saw WHWO on walk to transect; Unconfirmed DR >150m w/ 3:18 min remaining in survey, could have been HAWO",TR
TR616_07_2016-05-05,WHWO,U,A,50_150,F,1,42,whwo confirmed visual,DU
TR618_01_2016-05-09,WHWO,P,A,ovr_150,D,3,50,"whwo pair detected w/ 3:50 remaining, came in after survey ended",DU
TR618_02_2016-05-09,WHWO,F,A,0_50,F,3,10,"might be same whwo female from pt 1, not sure, now closer in",DU
TR611_05_2016-05-12,WHWO,F,V,0_50,F,0,21,whwo flew in and started foraging,DU
TR611_06_2016-05-12,WHWO,U,A,50_150,C,0,21,could be same whwo from pt 5?,DU
TR611_10_2016-05-12,WHWO,U,A,50_150,C,0,18,whwo -never found to id sex,DU
TR607_02_2016-05-16,WHWO,F,V,0_50,P,1,2,"whwo female flew in, perched. male came in after time was up",DU
TR607_02_2016-05-16,WHWO,M,V,0_50,P,,,"whwo female flew in, perched. male came in after time was up",AF
TR607_05_2016-05-16,WHWO,U,A,50_150,C P,1,17,"whwo flew in, perched and called",DU
TR607_09_2016-05-16,WHWO,F,A,50_150,D,2,5,,DU
TR607_10_2016-05-16,WHWO,P,V,0_50,C,1,25,"whwo female flew in to join whwo male, greeted and foraged together, acted like a mated pair.",DU
TR611_06_2016-06-02,WHWO,U,V,0_50,F,0,30,unable to find whwo again after initial sighting,DU
TR607_07_2016-06-07,WHWO,M,A,50_150,D,2,5,,DU
TR607_05_2016-06-07,WHWO,M,A,50_150,F,4,30,"likely same whwo male from pt 7, present at start of callback",DU
TR607_04_2016-06-07,WHWO,F,V,50_150,F,3,36,,DU
TR607_04_2016-06-07,WHWO,F,V,0_50,F,2,34,"same female from 50-150m detection, came in closer 0-50m",DU
TR615_03_2016-06-21,WHWO,F,A,50_150,C,3,35,"part of mated pair, male and nest found after callback period",DU
TR615_03_2016-06-21,WHWO,M,V,,,,,"part of mated pair, male and nest found after callback period",TR
EMMAOR_CLIFFC1-08_2017-06-19,WHWO,U,A,ovr_150,C,,,WHWO heard C ~500m from pt 8 (to the W) as I made my way to pt 8,TR
EMMAOR_CLIFFC1-10_2017-05-19,WHWO,U,A,,C,,,"WHWO DET at Truck. 373333, 4880253. Did not follow, hiked to pt",TR
EMMAOR_FLAGC1-06_2017-05-25,WHWO,M,A,,FL,,,WHWO pair,TR
EMMAOR_FLAGC1-06_2017-05-25,WHWO,F,A,,FL,,,WHWO pair,TR
EMPAID_M07_2019-06-26,WHWO,F,V,0_50,F,1,57,Visual of female within 50m at 1:57,DU
EMPAID_SF03_2019-06-27,WHWO,U,A,50_150,C,3,8,,DU
