ID,sci11_1040_1km,sci12_1040_1km,sci13_1040_1km,sci14_1040_1km,sci15_1040_1km,sci16_1040_1km,sci17_1040_1km,sci18_1040_1km,sci19_1040_1km,sci20_1040_1km,sci21_1040_1km,Thin0211,Thin0212,Thin0213,Thin0214,Thin0215,Thin0216,Thin0217,Thin0218,Thin0219,Thin0220,Thin0221,Thin0222,Thin0223
PAY-0741,30.9474926,30.5661488,30.2141399,29.8327961,29.4807854,29.2754478,28.9234371,28.6007633,27.9847469,27.5153999,26.9873867,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0742,47.1985931,46.9052505,46.8172493,46.7879143,46.0545616,47.4919319,47.2572594,46.8172493,45.7025528,45.0865364,43.6491623,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0743,37.811676,38.3396873,38.662365,38.6917,38.6330299,42.8571434,42.7691422,42.4464645,42.1237907,41.8597832,41.5077744,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0744,34.2035789,34.672924,35.0836029,35.3769417,35.8462906,37.6943398,37.577003499999996,37.5476685,37.5476685,37.4303322,37.577003499999996,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0745,24.7579937,24.9339981,24.9926662,25.1100025,24.8459949,25.1393375,25.1100025,24.8166618,24.6993256,24.3179817,24.024641,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0746,25.1393375,25.0220013,24.5819893,23.995306,23.3206215,23.3792896,22.7339401,22.23526,21.6779118,21.2672329,20.6805515,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0747,14.5203876,14.1977119,13.9043703,13.1416836,12.4963331,12.9363451,12.3496628,12.1736584,11.8803167,11.4989729,11.2936344,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0748,6.9228511,6.893517,6.7468467,6.6881785,6.6001759,7.2455263,7.2748609,7.1868582,7.333529,7.1575241,7.098856,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0749,23.995306,25.4033432,25.5206814,25.4620132,25.5206814,30.2141399,30.2728081,30.5661488,30.6248169,30.5661488,31.0061607,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0750,31.7101784,33.2648888,33.2062187,33.0008812,33.0888824,37.2543259,37.5183334,38.0170135,37.4303322,37.4303322,38.0463486,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0751,15.4004107,15.5764151,15.4590788,15.6350832,15.5764151,16.4271049,16.5151062,16.5737762,16.2217655,16.2804337,16.5444412,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0752,7.0108538,7.1868582,7.2161922,7.3628631,7.4215312,7.5975361,7.6268702,7.5388675,7.6268702,7.5975361,7.5388675,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0753,14.1977119,15.5764151,16.6324444,17.3951302,17.805809,20.005867,20.5045471,21.0325603,21.1498966,21.2965679,21.4139042,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0754,17.6884708,19.7711945,21.2965679,22.3819294,23.2032852,26.4593716,27.1340561,27.7500725,27.9260788,28.3074207,29.2754478,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0755,36.9903183,36.6969795,39.1317101,39.3077164,39.8357277,40.921093,41.0677605,41.2144318,41.3611031,41.7131119,41.331768,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0756,45.8492241,45.1745377,45.9372253,46.0838966,46.1132278,48.2252846,48.2252846,47.9319458,47.8732758,47.6972733,47.7266045,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0757,40.2757416,39.6890602,39.4837189,38.8970375,38.6036949,41.1264305,40.3050766,39.8063965,39.2490463,38.2810211,37.1956596,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0758,13.0536814,12.6723375,12.3203287,11.8509827,11.3816366,12.2616606,11.6456442,12.1149893,11.8216486,11.2643003,10.9122906,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0759,8.5068932,8.448225,8.3602228,8.448225,8.5655613,9.8855972,10.0909357,12.4963331,12.2909946,11.8803167,11.7336464,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0760,10.1789379,10.237606,10.2669401,10.237606,10.4429455,12.6430035,12.9363451,13.7283659,13.2590199,12.8483429,12.4669991,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0761,6.0721622,6.1601644,6.2188325,6.1894984,6.3068347,9.2695808,9.5629215,10.237606,9.9735994,9.5629215,9.328249,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0762,10.3256083,10.237606,10.237606,10.2669401,10.5602818,13.7577,13.8750362,14.0803757,14.2563801,13.9337053,13.9337053,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0763,33.382225,33.4995613,33.9395714,34.2915802,34.9075966,38.3103561,38.7210312,39.1317101,39.4837189,39.3957176,39.2197113,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0764,48.3426208,48.841301,49.1053085,49.3986511,49.6333237,51.6867104,52.5080681,53.388092,59.9002647,59.7829285,59.5482559,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0765,30.3314762,30.5368137,30.9181576,31.1821651,31.4461727,31.2408333,31.7395134,33.2648888,46.7292442,47.4626007,48.899971,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0766,6.9228511,7.0695219,7.1868582,7.2748609,7.3041949,8.1548843,8.3308887,8.5068932,11.997653,12.6723375,14.3443823,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0767,3.6080961,3.6667645,3.784101,3.8427691,3.7254326,4.5467877,4.4881196,4.7521267,5.8668232,6.1308303,6.5708418,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0768,7.6855383,7.4215312,7.2161922,6.8641829,6.5708418,5.8961573,5.5148139,5.573482,5.3094749,5.2508068,5.1628041,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0769,22.4699326,21.7072449,21.1498966,20.5045471,20.0938683,20.3285427,19.8591957,19.7711945,19.2725143,18.9498386,18.9498386,0,0,0,0,0,0,0,0,0,0,0,0,0
PAY-0770,33.4995613,33.4702263,33.29422,33.1182175,32.8835449,33.7048988,33.4995613,33.4702263,33.2648888,33.0888824,33.0008812,0,0,0,0,0,0,0,0,0,0,0,0,0
